date,open,close,high,low,volume,money,return,hold_return,5_days_return,volume_ratio,Sharpe,future_return,o_signal,signal
2014-01-22,2190.43,2243.8,2244.13,2187.53,7064137500.0,64803357078.0,0.025779346350250032,0.003305337184280388,0.009976889766109184,0.9899912928643704,0.2525963202558798,0.0008378643372848327,1,0.0
2014-01-23,2242.24,2231.89,2248.92,2228.06,5634595100.0,55726417393.0,-0.005307959711204346,0.0012986657424712516,0.010120209657217013,1.0861561207146253,0.09845846532395237,-0.007155370560376961,0,1.0
2014-01-24,2225.76,2245.68,2257.36,2222.89,6116767000.0,59563444873.0,0.0061786199140638765,0.0024337474617044386,0.008883335517703187,1.18147485988814,0.18403963356802858,-0.011497631007089004,1,0.0
2014-01-27,2233.01,2215.92,2233.23,2211.8,7034424600.0,63503992484.0,-0.013252110719247479,0.00035303923240668854,-0.0041271501721293164,1.1249778647556552,0.02432598695073936,0.005352178779017391,0,1.0
2014-01-28,2220.78,2219.86,2233.26,2205.97,5326913000.0,49408754555.0,0.0017780425286111345,0.0027610373300786767,-0.0017651494255241558,1.098108989954387,0.21526613353064739,-0.00784283693566279,1,0.0
2014-01-29,2225.71,2227.78,2233.06,2219.93,5022271700.0,48788682770.0,0.0035677925634949315,0.004090424751224786,-0.0026354252090471375,1.0082531352714037,0.3334063034497745,-0.006867823573243448,0,1.0
2014-01-30,2223.16,2202.45,2223.16,2200.22,4363230400.0,43475960839.0,-0.011370063471258574,0.001053381064958511,-0.0020080761263841693,0.8463261527588146,0.07985873294916328,0.02954891143953353,1,0.0
2014-02-07,2187.34,2212.48,2212.5,2177.12,5045931500.0,49597106433.0,0.004554019387500441,-0.0019788085011485735,-0.0010827505067544003,0.8736308792982165,-0.24849703334271128,0.033030807058142875,0,1.0
2014-02-10,2221.54,2267.53,2270.19,2221.54,8306571600.0,81103244127.0,0.024881580850448337,0.0023339830076589524,0.006021845588896735,1.0029260815876417,0.18445392034542027,0.010460721578104737,1,0.0
2014-02-11,2267.74,2285.56,2296.52,2262.6,9922982900.0,92688969126.0,0.007951383223154584,0.002587234908957625,0.012462327820367788,1.2062785848784647,0.20275285529354084,-0.0026295524947932414,0,1.0
2014-02-12,2286.19,2291.25,2294.32,2276.44,7659216100.0,73487379679.0,0.0024895430441556066,0.00483604258944378,0.011774169039252843,1.3233504130245493,0.45073072587481067,0.0018854337152209855,1,0.0
2014-02-13,2288.45,2279.55,2307.47,2278.26,9621778900.0,87352124305.0,-0.005106382978723345,0.00385255323125314,0.0017781810961956153,1.2709937510137306,0.3393207452969502,0.01408172665657692,0,1.0
2014-02-14,2278.4,2295.57,2295.85,2274.43,6708299700.0,64613327719.0,0.007027702836086114,0.004346826127337595,0.0014702876338394584,1.0841986699477304,0.38081922715468375,-0.005719712315459868,1,0.0
2014-02-17,2308.79,2311.65,2315.58,2293.55,8783166600.0,86871352624.0,0.007004796194409302,0.006971806079575863,0.002975372017257357,1.0454900662050353,0.7687028569951955,-0.0012934484026562165,0,1.0
2014-02-18,2310.31,2282.44,2310.31,2276.11,8704974300.0,88107267954.0,-0.01263599593364051,0.004516089605127156,0.0004655010322849688,0.9455904795308046,0.38398336334549077,0.002190638089062613,1,0.0
2014-02-19,2280.93,2308.66,2317.42,2274.15,9935256100.0,88341900374.0,0.011487706139044151,0.002602678932069415,0.001952168799937648,1.043241584129138,0.304560919870633,-0.019218940857467004,0,1.0
2014-02-20,2314.09,2287.44,2331.7,2286.2,10643953300.0,91771595713.0,-0.00919147903978923,0.0001536986087917271,-0.0034465896114618624,1.1010869499417293,0.01672544290915106,-0.031882803483370026,1,0.0
2014-02-21,2284.03,2264.29,2287.87,2250.65,7636899300.0,69908188663.0,-0.0101204840345539,-0.0016477338310239167,-0.0026080856450996595,1.0613089377611196,-0.16700543439856336,-0.046981614545840045,0,1.0
2014-02-24,2246.72,2214.51,2246.72,2194.16,8921593900.0,79599146389.0,-0.021984816432524035,-0.004058938610138301,-0.013765593168955722,1.0348620173871879,-0.3234228882593883,-0.02307508207233222,-1,0.0
2014-02-25,2216.51,2157.91,2225.21,2150.09,9323755100.0,88306571728.0,-0.02555870147346384,-0.008714139225788295,-0.019221333980180593,0.9443673458804165,-0.6342418419208722,-0.0017609631541629645,0,-1.0
2014-02-26,2147.74,2163.41,2164.7,2137.08,7799329700.0,68640581126.0,0.002548762459972931,-0.009350715473564919,-0.014998251815338315,0.9651422507395262,-0.7208630237376967,0.007192349115516583,-1,0.0
2014-02-27,2170.81,2154.11,2180.06,2150.14,9010429600.0,81587999653.0,-0.004298769072898723,-0.008159683064887522,-0.00910290269546321,0.9637589279603499,-0.627554414565771,0.016832937965099104,0,-1.0
2014-02-28,2149.45,2178.97,2180.47,2133.55,7666805700.0,70216798972.0,0.011540729117825776,-0.008152108353633003,0.003263574168299995,0.9362195877850562,-0.6263281924040645,0.0024323418863041457,-1,0.0
2014-03-03,2173.91,2190.37,2194.22,2167.91,8207231400.0,69408739897.0,0.005231829717710745,-0.006091635673990149,0.004157929920879266,0.9914235446624472,-0.43720683905955227,-0.012048192771084265,0,-1.0
2014-03-04,2183.86,2184.27,2188.6,2161.59,7306925000.0,64691438035.0,-0.0027849176166583334,-0.005043697614290783,0.004662547072959396,0.9287871107228188,-0.364029278261962,-0.004871192663910562,1,0.0
2014-03-05,2187.35,2163.98,2189.09,2159.59,6133201500.0,55669679402.0,-0.009289144657025017,-0.003230030217790923,-0.0022807441853242016,0.9109579262573748,-0.2698264999403864,0.0020240482814075644,0,1.0
2014-03-06,2159.4,2173.63,2181.43,2136.45,6909376700.0,61495023657.0,0.004459375779813257,0.001058266532677234,-0.002538228831290031,0.8953275487564294,0.15179488223485543,-0.03489094280075278,1,0.0
2014-03-07,2170.04,2168.36,2189.39,2161.44,6426517700.0,58693177974.0,-0.0024245156719404637,0.00034779822811817747,-0.002418094849717408,0.8793546585366208,0.04935075719249624,-0.02753232858012522,0,1.0
2014-03-10,2149.68,2097.79,2149.68,2095.07,7141640700.0,63086412572.0,-0.03254533380066049,-0.003687425304419218,-0.0101701578975959,0.9596160902486609,-0.25604776542158897,0.007789149533556916,1,0.0
2014-03-11,2092.61,2108.66,2118.79,2088.73,5762124300.0,53075782462.0,0.005181643539152958,-0.004595866101372478,-0.009929401977816,0.9418835314820635,-0.34170643953899843,0.01501901681636686,0,1.0
2014-03-12,2102.8,2114.13,2130.59,2090.76,7006974700.0,60115239174.0,0.00259406447696664,-0.004972689707193064,-0.008256541928180297,0.995108506914342,-0.3777951529184604,0.004119898019516288,1,0.0
2014-03-13,2119.55,2140.33,2149.44,2115.99,6922602800.0,59163094375.0,0.012392804605203978,-0.0028044436754984486,0.0067228375404411915,0.9923301188388385,-0.1902788984951912,0.0012661598912317995,0,1.0
2014-03-14,2129.87,2122.84,2140.38,2109.57,5861773700.0,49805247510.0,-0.008171637084000927,-0.002644799736495007,0.002271743999389897,1.0032327959939829,-0.18037844812627768,0.007202615364323206,1,0.0
2014-03-17,2132.79,2143.04,2143.2,2118.95,5240944500.0,47571288733.0,0.009515554634357715,-0.0019224884715600846,0.0045789073851869215,0.9480756946564975,-0.1265961357597022,-0.010345117216664201,0,1.0
2014-03-18,2146.12,2138.13,2152.46,2134.92,5535413200.0,54188441365.0,-0.0022911378229056867,-0.001903434493126545,-0.0003157400908496329,0.8930524575565403,-0.12534680383343044,-0.023927450622740598,1,0.0
2014-03-19,2131.28,2120.87,2131.28,2101.28,5930390500.0,55283943974.0,-0.008072474545514186,0.0015926882576086415,-0.0002826859113540525,0.9224374377049658,0.19576498796442757,0.01788417017544708,0,1.0
2014-03-20,2116.18,2086.97,2134.79,2086.5,6763128500.0,58951601970.0,-0.01598400656334431,-0.001430976042748111,-0.008782539643921394,0.983193894349294,-0.13973760353476494,0.04292347278590514,1,0.0
2014-03-21,2079.87,2158.8,2163.22,2077.76,10402480700.0,83560511769.0,0.0344183193816876,0.0031153460864977406,0.003453946090943035,1.1550458307298417,0.18223443261140293,0.00724476561052434,0,1.0
2014-03-24,2161.9,2176.55,2186.73,2150.87,10449198400.0,81203913733.0,0.008222160459514516,0.0025195397799706747,0.008885491092619269,1.2839831814400968,0.1500802291992059,-0.002526934828053551,1,0.0
2014-03-25,2170.78,2174.44,2191.49,2164.67,8687751000.0,67548473561.0,-0.0009694240885805838,0.0035484273507450093,0.013890351917540511,1.3002497308642413,0.218564985776943,-0.008613712036202426,0,1.0
2014-03-26,2181.23,2171.05,2186.08,2165.22,5827617600.0,50116023097.0,-0.001559022093044593,0.0019663449611161082,0.0018979047592964464,1.0868474919577564,0.12216575142061374,-0.00878837428893875,1,0.0
2014-03-27,2168.34,2155.71,2186.89,2146.92,7127513200.0,62175860350.0,-0.0070657055341886155,0.0012842638595042613,-0.0031980505719379306,0.915053714947842,0.07828774125087518,-0.004365151156695446,0,1.0
2014-03-28,2154.51,2151.97,2172.67,2144.58,7008607300.0,60123341093.0,-0.0017349272397494397,0.0021896277603277964,-0.0034532182889942162,0.8278855780225299,0.13709936635555825,0.0051766520908749225,1,0.0
2014-03-31,2156.05,2146.3,2165.25,2134.42,5545748800.0,48105020054.0,-0.0026347950947269716,0.004096657970130273,-0.003811809289555009,0.8342464157832569,0.2899200063573803,0.01604155989377065,0,1.0
2014-04-01,2143.72,2163.11,2170.09,2141.15,4886640300.0,43659064291.0,0.007832083119787558,0.00029862421843026725,0.0011541202617703823,0.8215855153779539,0.052849310851168646,0.0008783649467665189,1,0.0
2014-04-02,2166.07,2180.73,2182.68,2164.01,6503925700.0,56777151867.0,0.00814567913790798,0.0002876983153436192,0.0044476557209895224,0.8668561432209432,0.05107685004863682,0.002173584075057411,0,1.0
2014-04-03,2188.64,2165.01,2196.14,2160.75,7153603200.0,57708859685.0,-0.007208595286899211,-0.0006036118558447561,0.002923055656932109,0.9822051553476701,-0.09555616532965398,0.03339938383656427,1,0.0
2014-04-04,2157.98,2185.47,2186.15,2155.28,4794588800.0,43912624261.0,0.009450302769963947,0.0009691488388707496,0.0034624622069909052,1.0007976173792332,0.13223853185717135,0.024319711549460887,0,1.0
2014-04-08,2179.92,2237.32,2243.97,2178.91,9721911700.0,85692893370.0,0.0237248738257676,0.005367803033150209,0.008655527102944113,1.1084850751087374,0.519697019139504,0.0162873437863158,1,0.0
2014-04-09,2239.79,2238.62,2246.79,2228.99,6635726800.0,61178630422.0,0.0005810523304667914,0.005698657257466814,0.01125207630873278,1.0909119518108557,0.564346954040388,0.014316855920165183,0,1.0
2014-04-10,2241.45,2273.76,2290.74,2229.51,11454540500.0,101616815025.0,0.015697170578302888,0.008317509496471078,0.013334365578179094,1.2686978604777726,0.8357249677636863,-0.0022649707972697275,1,0.0
2014-04-11,2269.57,2270.67,2281.11,2261.13,9061589700.0,86154853765.0,-0.0013589824783618587,0.007004500125306877,0.004973080143469273,1.1451119380529255,0.6600786031308243,-0.018148828319394683,0,1.0
2014-04-14,2267.94,2268.61,2275.83,2255.46,6226499800.0,60254151500.0,-0.0009072212166453264,0.005711228646084976,0.004476988961098567,1.1335370586794158,0.5194805048335521,-0.015904011707609467,1,0.0
2014-04-15,2261.41,2229.46,2261.47,2225.68,6821813000.0,62599115638.0,-0.017257263258118494,0.004275704650196507,-0.00650782231770856,0.9428529224666655,0.31996450613037214,-0.002090192243861644,0,1.0
2014-04-16,2223.47,2232.53,2245.32,2221.15,5167801000.0,47770218198.0,0.0013770150619434318,0.003122377834765005,-0.005595823137606796,0.7715439497140574,0.23673600326972685,-0.003605774614450996,1,0.0
2014-04-17,2238.78,2224.8,2241.62,2221.95,4833362800.0,45096433749.0,-0.003462439474497536,-0.0007615240652728719,-0.006447562556890866,0.7819237003961451,-0.07903388411647576,-0.01687792161093138,0,1.0
2014-04-18,2215.88,2224.48,2228.77,2203.05,5075799500.0,45709617096.0,-0.00014383315354193904,-0.0008650791344169763,-0.0007430858553653478,0.7232435019736124,-0.08990202978636311,-0.012443357548730383,1,0.0
2014-04-21,2209.94,2187.25,2231.71,2186.76,5627828000.0,51856112765.0,-0.016736495720348188,-0.005498460034224273,-0.006780922782795888,0.8467414840338452,-0.6883235185909201,0.0033923877014516712,0,1.0
2014-04-22,2184.02,2196.8,2196.85,2165.07,5709469400.0,52351993061.0,0.004366213281517872,-0.004680574925670026,-0.004171371864124085,0.9704695538926269,-0.5355141104071615,-0.002881463947560281,-1,0.0
2014-04-23,2191.23,2194.67,2205.59,2187.39,4776353100.0,45191150830.0,-0.000969592134013153,-0.004689485056722572,-0.0044466248576144896,0.9891112196323475,-0.5368072799441779,-0.012229629055849012,0,-1.0
2014-04-24,2192.77,2190.47,2209.45,2186.76,4505891100.0,41927012945.0,-0.0019137273485309025,-0.0024975513553529166,0.0004942979329912722,0.9799465007753929,-0.3695735171870725,-0.02533702812638383,-1,0.0
2014-04-25,2195.82,2167.83,2201.71,2167.64,6024538300.0,52092022381.0,-0.010335681383447315,-0.004170793704694452,-0.004406333621997123,0.9770905037073109,-0.5890119166821834,-0.004317681737036616,0,-1.0
2014-04-28,2165.77,2134.97,2171.39,2132.7,6048518700.0,49998809829.0,-0.015158015158015181,-0.005841590230911258,-0.009135807963331133,1.024248159292023,-0.7140905005358077,0.011096174653508095,-1,0.0
2014-04-29,2134.41,2158.47,2159.38,2131.78,4820493100.0,41550353157.0,0.011007180428764807,-0.004248588290581723,-0.004828838704232563,1.0507873859585577,-0.4129279927522162,-0.0009265822550232894,0,-1.0
2014-04-30,2158.76,2158.66,2164.18,2153.12,4533462400.0,39493022295.0,8.802531422724691e-05,-0.0018450852856423752,-0.001354269805007709,0.9868304115850627,-0.21127698592570954,-0.0006161229651727718,-1,0.0
2014-05-05,2152.59,2156.47,2161.7,2131.23,4934407300.0,41470449799.0,-0.0010145182659613283,-0.0026137612209965466,0.0033602291590102418,0.9353559499382555,-0.314066070528691,-0.008880253377046565,0,-1.0
2014-05-06,2151.39,2157.33,2173.62,2150.11,4808651900.0,41486451628.0,0.00039879989056190723,-0.0024182766460572524,-0.0001758976870573914,0.9337346806890754,-0.2884658285716064,-0.01011898967705449,-1,0.0
2014-05-07,2151.47,2137.32,2153.72,2136.99,4460747000.0,37751019661.0,-0.009275354257345825,-0.0034699376330308124,-0.003297024210915082,0.9301558503528482,-0.3959958895248686,-0.0015954559916158129,0,-1.0
2014-05-08,2132.04,2135.5,2168.21,2128.32,4833245200.0,40729772017.0,-0.0008515336964048936,-0.0021150593920247524,-0.003242696021062937,0.9554768538004098,-0.25662626779211706,0.020861624912198673,1,0.0
2014-05-09,2138.84,2133.91,2141.56,2120.59,4918113500.0,40242745273.0,-0.0007445563099977015,-5.599384230796962e-05,-0.0036238147545828068,0.9955705695148488,-0.009472724417818868,0.019185438936037524,0,1.0
2014-05-12,2150.31,2180.05,2184.33,2139.48,8347256000.0,66275508636.0,0.021622280227376223,0.0014604489860650899,0.006675396740324542,1.146439210449629,0.1537882365168382,-0.0035228549803905107,1,0.0
2014-05-13,2180.06,2174.85,2185.05,2167.77,6491251800.0,50241276089.0,-0.0023852663929727624,0.0011071215993222314,0.006164152508135253,1.1883067475932314,0.11530718989470852,-0.014148102167965582,0,1.0
2014-05-14,2175.09,2172.37,2184.22,2169.0,4851420600.0,39214123931.0,-0.001140308527024847,0.001089151562027443,0.006032235102459538,1.186834205590329,0.1133795219967218,-0.012161832468686296,1,0.0
2014-05-15,2169.28,2144.08,2171.45,2142.34,4673403200.0,38938529216.0,-0.013022643472336615,-0.0008281974898152031,-0.005516072797444742,0.9687730245553604,-0.07525894938489697,-0.013497630685422202,0,1.0
2014-05-16,2143.93,2145.95,2150.5,2132.19,4225319700.0,34987586802.0,0.0008721689489197271,0.0006214486825084473,-0.004430261016813912,0.8368195043941478,0.06001050360506083,-0.014063701390992223,1,0.0
2014-05-19,2139.36,2115.14,2139.36,2105.71,4289360700.0,37135950607.0,-0.014357277662573664,-0.00130794331265852,-0.008835917395330184,0.8141626862432412,-0.11056945934160971,0.00981968096674457,0,1.0
2014-05-20,2124.71,2115.77,2131.57,2110.72,3729968300.0,31576339037.0,0.00029785262441262006,-0.0011590277505999027,-0.004395752029747106,0.7804540630903548,-0.09785794676435769,0.0071368816081143205,1,0.0
2014-05-21,2106.76,2135.91,2136.1,2096.51,3894604200.0,32246807970.0,0.00951899308525972,-0.00288806877090226,-0.001513477317633775,0.8645278640728756,-0.34693571332511475,0.005852306511042071,0,1.0
2014-05-22,2134.09,2130.87,2160.91,2128.86,4625273600.0,39227549718.0,-0.002359649985252177,-0.002884409284085034,0.002485731908140054,0.9436641575416471,-0.3464851418477211,0.011783919244252372,1,0.0
2014-05-23,2130.78,2148.41,2148.58,2128.66,3762310500.0,32420020159.0,0.008231379671214123,-0.0015455966843366095,0.005130240923740555,0.9814453295718665,-0.16542311737118687,-0.0005259703687842121,0,1.0
2014-05-26,2161.89,2155.98,2165.42,2147.45,3955065600.0,37788482728.0,0.0035235360103518243,0.0008181432417617389,0.0031317552321045903,1.0111514097610412,0.10298847519804342,0.006201356227794275,1,0.0
2014-05-27,2154.39,2147.28,2160.03,2145.75,3589717100.0,32374256462.0,-0.004035287896919204,0.00011707797807046307,0.0025732092615489144,0.9474586378321955,0.014361381747770276,0.003669758950858526,0,1.0
2014-05-28,2147.47,2169.35,2171.17,2142.01,5005626000.0,45627619375.0,0.010278119295108024,0.0036364204005964185,0.0032554558028468814,1.0252680968633678,0.6209118615333941,-0.005941871989305514,1,0.0
2014-05-29,2171.26,2155.16,2178.09,2154.93,4489155600.0,41076912680.0,-0.006541129831516335,0.002659422906892282,-9.943281110917172e-05,1.041223469250152,0.38150917124427397,-0.0024313740047141597,0,1.0
2014-05-30,2156.38,2156.46,2166.91,2146.22,4392386300.0,39769199791.0,0.0006032034744520853,0.0013857386767769059,0.0014467309793479248,1.0866498116976542,0.22031476712967887,-0.013072350055183035,1,0.0
2014-06-03,2157.64,2149.92,2168.99,2149.29,4198295400.0,37906226058.0,-0.0030327481149662328,0.0012895818011034693,-0.0029902248240101605,1.0383452139206288,0.20272131785626685,0.000316290838728861,0,1.0
2014-06-04,2149.41,2128.27,2149.45,2117.31,4181724900.0,35607022812.0,-0.010070142144824046,-0.001324921315473412,-0.004166562261779398,0.9996750019189997,-0.19541759940919867,0.0030306305121059474,1,0.0
2014-06-05,2126.61,2150.6,2150.93,2123.52,3647742400.0,33050774675.0,0.010492089819430728,-0.0003294136284621401,-0.0008702668134531836,0.951198601613309,-0.04112302176025515,-0.0075885799311818936,0,1.0
2014-06-06,2149.21,2134.72,2149.78,2123.98,3573805800.0,32415599488.0,-0.007383985864410025,-0.0008077990523894003,-0.0023206793966011143,0.902298317310515,-0.09661549389970787,0.012437228301604097,1,0.0
2014-06-09,2128.22,2134.28,2153.9,2126.66,3931106000.0,35326732064.0,-0.0002061160245838689,-0.0023055469552025276,0.0009673293101456112,0.9158394317008158,-0.336778773206165,0.012411679817081023,0,1.0
2014-06-10,2138.67,2161.27,2161.53,2132.45,5050790200.0,44416141206.0,0.012645950859305977,0.00043546457205780243,0.0016852829901040274,1.0110708396450547,0.05118913368408949,-0.003636750614222306,1,0.0
2014-06-11,2156.15,2160.77,2163.61,2152.08,4256371800.0,37311080748.0,-0.00023134545892000702,0.00031624329586178924,0.0040694964586007005,1.071063353635864,0.03716103532151611,0.0071594848132841005,0,1.0
2014-06-12,2156.76,2153.41,2160.99,2148.41,4302584300.0,37252041741.0,-0.003406193162622695,0.00026289400333943746,0.003002804079254425,1.0971509507072548,0.030799336727786335,0.017855401433076068,1,0.0
2014-06-13,2150.99,2176.24,2183.64,2150.57,5925287600.0,51765511450.0,0.010601789719560939,0.0032160271268230067,0.0023214170326727457,1.1013070949887989,0.4061367934911732,-0.003018968496121599,0,1.0
2014-06-16,2176.44,2191.86,2196.34,2174.28,6329687500.0,56904298384.0,0.007177517185604776,0.0027425167505621567,0.004791037914181007,1.1577683528947709,0.3657196231624006,-0.014426103856998274,1,0.0
2014-06-17,2185.68,2169.67,2185.68,2168.45,4993366500.0,46244977817.0,-0.01012382177693838,0.002351111620200963,0.0025518283760757785,1.1568572274392366,0.2881924307764201,-0.019708066203616315,0,1.0
2014-06-18,2169.25,2160.24,2172.55,2158.5,4946389700.0,42538095511.0,-0.00434628307530649,0.0017596591843834458,-0.002430862555546698,1.0602594380541945,0.20661457182201928,-0.010883050031477826,1,0.0
2014-06-19,2161.43,2126.91,2166.41,2119.5,5316264500.0,46029744918.0,-0.015428841239862212,-0.0022510254012120096,-0.009966315364035694,0.986898505770764,-0.24670304858302872,0.003385192603354348,0,1.0
2014-06-20,2124.96,2136.73,2137.03,2120.81,4239371900.0,35425712925.0,0.004617026578463745,-0.0015584008244429023,-0.005052699245568319,0.9385656103833051,-0.16438184368731,0.0037861592246095643,1,0.0
2014-06-23,2137.93,2134.11,2147.23,2132.45,4117925800.0,37112428752.0,-0.0012261727031491754,-0.0012469693302323995,-0.004012662454849214,0.8895036633584664,-0.13202014424118064,-0.00034674876177898106,0,1.0
2014-06-24,2131.69,2144.82,2145.21,2130.29,4016435600.0,38778505304.0,0.0050184854576380555,-0.0020445842247928114,0.0028031131109842087,0.8501919669870502,-0.24160304459920642,0.001986180658516634,1,0.0
2014-06-25,2141.73,2133.37,2141.73,2126.03,3766610000.0,33809315524.0,-0.005338443319253039,-0.003832578582629642,-0.0005153768549213863,0.8844633495352093,-0.5143627916726342,0.007917051425678778,0,1.0
2014-06-26,2135.16,2149.08,2151.11,2134.89,4435116600.0,40601836632.0,0.007363935932351184,-0.0013343274813025616,0.0023479926902454005,0.9244743385048093,-0.1687336648416542,0.007463658867980616,1,0.0
2014-06-27,2146.37,2150.26,2159.53,2138.93,5272289600.0,45525673947.0,0.0005490721611109972,-0.0006349910189572063,0.0008581882580697142,1.0088357402654655,-0.08127337455534894,0.006650358561290037,0,1.0
2014-06-30,2152.31,2165.12,2168.22,2152.31,5430418800.0,50277570814.0,0.006910792183270731,0.0025563851843475,0.004941266758910971,1.12927302289203,0.5428745122386621,0.0026557419450192743,1,0.0
2014-07-01,2169.2,2164.56,2171.15,2157.13,5332310000.0,49936284309.0,-0.0002586461720366362,0.0018598605057045883,0.002400406057448364,1.1558160067501841,0.3945422794031965,0.007220867058432168,0,1.0
2014-07-02,2164.0,2170.87,2171.51,2155.61,5968550100.0,53273658927.0,0.002915142107402957,0.0024514769072120357,0.0031890960395456838,1.1407854006245999,0.5426131166378201,0.003606848867043988,1,0.0
2014-07-03,2169.0,2180.19,2184.96,2164.84,6369069000.0,56024939299.0,0.004293209634846917,0.0023478660753847302,0.002316568523404413,1.1272878033897702,0.5267657124539553,-0.0017888349180575913,0,1.0
2014-07-04,2180.45,2178.7,2183.8,2174.07,5285110600.0,47990033413.0,-0.0006834266738221517,0.0030128684533034284,0.002174975022809241,1.07945944620262,0.9069714363338498,0.0008124110708220833,1,0.0
2014-07-07,2178.55,2176.29,2186.2,2171.08,5024233400.0,47663876919.0,-0.0011061642263734406,0.0018028541449141963,0.0008345395782171083,1.0060574844129946,0.6009746476243502,-0.012672943403682413,0,1.0
2014-07-08,2174.83,2180.47,2180.78,2163.36,5074359900.0,46017266874.0,0.0019206999067218344,0.0019988009657157446,4.370300217541404e-05,0.9327320648705706,0.6778584893015569,-0.017253161015744256,1,0.0
2014-07-09,2178.14,2148.71,2178.51,2148.26,6202204600.0,58980248398.0,-0.014565667035088659,-0.0010692646369070255,-0.004583710451580088,0.9689054526759098,-0.17030057994722425,-0.0003257768614656209,0,1.0
2014-07-10,2146.6,2142.85,2151.77,2139.52,5573249700.0,50931668887.0,-0.0027272177259844987,-0.0014219177160424343,-0.005124061618117108,0.9954288886585521,-0.22588489628194963,0.013491378304594459,1,0.0
2014-07-11,2136.32,2148.01,2154.74,2134.8,6137427400.0,51551825645.0,0.0024080080266934978,-0.0014943654418580715,-0.0049616255781265535,1.0537258085907566,-0.2395078938586785,0.012555807468307867,0,1.0
2014-07-14,2149.54,2171.76,2171.9,2145.28,6615886300.0,60467088864.0,0.011056745545877433,-0.0005281460259965691,0.0035791786155288108,1.0713939586053718,-0.06904472432519043,-0.00040980587173555794,1,0.0
2014-07-15,2170.09,2174.98,2176.27,2165.21,7181569400.0,64304875149.0,0.0014826684348177022,-0.00021870386761944718,0.004982474002462878,1.1125548167471628,-0.028455835492959696,-0.008234558478698584,0,1.0
2014-07-16,2172.82,2170.87,2183.25,2166.77,8156023000.0,61126054498.0,-0.001889672548713195,-0.00033063362795369777,0.0035499138106606467,1.139830053710406,-0.04290329527291814,-0.0031001395753775807,1,0.0
2014-07-17,2166.83,2157.07,2166.93,2147.08,5945356800.0,46354646289.0,-0.0063568983863611095,-0.0015131476698226898,-0.0022546341667522007,1.0840068400666718,-0.19068951640285378,0.004278952467930974,0,1.0
