date,open,close,high,low,volume,return,long_period_return,short_period_return,volume_ratio,Sharpe,future_return,signal
2016-03-23,3217.73,3236.09,3242.25,3202.98,12567928600,0.0031930162843831766,0.007801630629297031,0.006780458885566924,1.1424506996943007,0.7655444625417042,-0.01676096771103408,1
2016-03-24,3211.5,3181.85,3221.91,3181.81,13313112200,-0.01676096771103408,0.004983624563916275,-0.0069487095298283634,0.893148237425583,0.3603706610672564,0.005019092666216363,1
2016-03-25,3176.81,3197.82,3204.44,3174.32,9739533000,0.005019092666216363,0.004992108597070285,-0.0028496195868115137,0.7771645316773008,0.3609841210013158,-0.00878410917437511,1
2016-03-28,3206.95,3169.73,3229.62,3161.88,10344193300,-0.00878410917437511,0.002157500848366332,-0.006841994739730943,0.7412761340887182,0.14982301431592698,-0.01082742063204123,1
2016-03-29,3171.31,3135.41,3178.07,3122.76,9729474700,-0.01082742063204123,-0.0015731468849333266,-0.004864145713399992,0.731305072768804,-0.11397748178391631,0.02579248009032331,-1
2016-03-30,3161.29,3216.28,3216.68,3161.29,11780251200,0.02579248009032331,-0.0013780122341945367,0.002060316761302324,0.8893138372678003,-0.09681126451685597,0.0005627619485866209,-1
2016-03-31,3229.2,3218.09,3241.93,3208.66,12155207400,0.0005627619485866209,-0.0002578780754201355,0.0051759404689562345,0.9864599595220045,-0.018421323160484122,0.001180824650646617,-1
2016-04-01,3213.67,3221.89,3222.61,3165.86,11812213900,0.001180824650646617,-0.0005453340230967869,0.00917868889651885,1.057525305626001,-0.0391292391002618,0.013222052894419134,-1
2016-04-05,3211.3,3264.49,3271.93,3205.21,14604777200,0.013222052894419134,0.003737954634825101,0.004988546497884124,1.1226977603763153,0.29496415986807445,-0.0021320328749665496,-1
2016-04-06,3250.52,3257.53,3267.64,3236.2,12019630500,-0.0021320328749665496,0.0027163652717989706,0.0040902815566997335,1.0878117108287702,0.21156766955686168,-0.014808766151040875,-1
2016-04-07,3266.29,3209.29,3270.82,3208.64,11240946700,-0.014808766151040875,0.001855699989418147,-0.0012395820438627636,1.0601132903838826,0.13353247938202464,-0.007341187614706035,-1
2016-04-08,3189.85,3185.73,3197.77,3163.3,10100562500,-0.007341187614706035,0.0023537332776088888,-0.008093995546904487,0.9298688523323551,0.17537656446032698,0.01392773398875602,-1
2016-04-11,3213.51,3230.1,3251.57,3213.51,12521270900,0.01392773398875602,0.0006587695488135616,-0.0027407399256636302,0.9355694663521528,0.06352675008381314,-0.003606699482988196,-1
2016-04-12,3227.37,3218.45,3232.26,3198.9,9286943700,-0.003606699482988196,6.31322014457306e-05,0.0009932822970205961,0.912576888550438,0.006015240359419539,0.013338718948562311,-1
