date,open,close,high,low,volume,return,long_period_return,short_period_return,volume_ratio,Sharpe,future_return,signal
2016-03-23,1474.92,1479.25,1485.22,1468.47,502480300,0.0019303711731237794,0.0036212557584523386,0.0019168940750436219,1.0514082329516425,0.3804243047218632,-0.027540983606557434,1
2016-03-24,1466.82,1438.51,1466.82,1437.99,726441500,-0.027540983606557434,0.0008503387122498049,-0.011428570826363985,0.8502417232049694,0.05727405310887546,0.0023079436361235217,1
2016-03-25,1437.39,1441.83,1443.27,1431.01,393820000,0.0023079436361235217,0.000884532836474526,-0.007767556265770044,0.7668857942037488,0.059562941381339336,-0.006644333936733138,1
2016-03-28,1444.02,1432.25,1454.25,1429.81,475774500,-0.006644333936733138,-0.0019376844474317295,-0.010625791302389017,0.7769708205843135,-0.13848597471356214,-0.009160411939256319,-1
2016-03-29,1431.62,1419.13,1434.5,1413.53,447203200,-0.009160411939256319,-0.005041014803041787,-0.004498934079955312,0.7122270637252942,-0.400803036591997,0.03034958037670954,-1
2016-03-30,1428.58,1462.2,1464.18,1428.08,956877700,0.03034958037670954,-0.0024904191917497647,0.004848278166906694,1.048903164634412,-0.14188338002319967,-0.0012788948160307179,-1
2016-03-31,1462.58,1460.33,1468.02,1454.57,743394400,-0.0012788948160307179,-0.0014338184446601096,0.006636757873807501,1.180119079839913,-0.0826906186945731,0.016229208466579603,-1
2016-04-01,1457.12,1484.03,1484.59,1454.39,1019799400,0.016229208466579603,0.0006088725972621509,0.015099964675752808,1.3324416356044126,0.032737787403892084,0.008503871215541636,-1
2016-04-05,1477.13,1496.65,1500.86,1474.23,971482400,0.008503871215541636,0.005758137571847732,0.007818061622030173,1.2740541485412753,0.4141706369523092,0.004857515117094868,-1
2016-04-06,1487.98,1503.92,1515.1,1487.25,986045500,0.004857515117094868,0.006122362069129353,0.009863531599738703,1.2404252114185401,0.4426687815191323,-0.00889010053726269,1
2016-04-07,1507.9,1490.55,1513.16,1488.07,852244800,-0.00889010053726269,0.005801538269053703,0.001490428598457938,1.0968854454793182,0.408637874664366,-0.008433128710878535,1
2016-04-08,1481.13,1477.98,1482.74,1465.58,733451400,-0.008433128710878535,0.005905435873107672,-0.004155238043682119,0.9580787841680878,0.4196698503780301,0.018714732269719647,1
2016-04-11,1488.1,1505.64,1517.47,1488.1,1093259300,0.018714732269719647,0.004243314714966259,0.00046383434052614064,0.9767517909601232,0.38331206780556415,0.00956403921256066,1
2016-04-12,1503.44,1520.04,1520.77,1494.05,862524400,0.00956403921256066,0.005792305290479313,0.006615214257133924,0.962581298615489,0.530124198850287,0.024519091602852594,1
2016-04-13,1544.49,1557.31,1584.26,1544.41,1809980200,0.024519091602852594,0.0069765743099468825,0.0175992876950443,1.2021886522913068,0.5549525192777527,0.000218325188947599,1
2016-04-14,1558.32,1557.65,1562.17,1546.3,1030574700,0.000218325188947599,0.005792924877576306,0.011433818668120285,1.1726960096603,0.4528610251559406,-0.0019901775109941733,1
2016-04-15,1564.1,1554.55,1567.91,1548.76,1015053300,-0.0019901775109941733,0.004814683073563586,0.007582413093602007,1.2162108943022232,0.3666209506556199,-0.01130230613360772,1
2016-04-18,1538.51,1536.98,1540.49,1517.02,1133871300,-0.01130230613360772,0.004470082274085725,-0.004358052818551432,0.9661554161682218,0.3292564196928697,-0.0015680099936239422,1
2016-04-19,1546.72,1534.57,1548.8,1523.95,879263000,-0.0015680099936239422,0.005450813519407809,-0.004953497879408612,0.9030286161821104,0.4288905461235469,-0.024436812918276818,1
2016-04-20,1544.37,1497.07,1548.59,1461.62,1282049200,-0.024436812918276818,-0.0007136929360202572,-0.01243570968183616,0.9594980909339144,-0.04638448970771385,0.010620745856907199,1
2016-04-21,1497.27,1512.97,1533.99,1493.88,1163701000,0.010620745856907199,-0.0005627348439707516,-0.005128025684997854,0.9331133495773389,-0.036284883232657626,-0.002769387363926623,-1
2016-04-22,1493.43,1508.78,1511.79,1485.46,729626000,-0.002769387363926623,-0.004461088982082069,-0.005528484808432081,1.0242008959786066,-0.40936966602164515,0.0053619480639985895,-1
2016-04-25,1503.96,1516.87,1517.06,1491.1,660221700,0.0053619480639985895,-0.0037262857142176414,0.004404435518993055,0.8680749565964728,-0.3261187243165061,0.0005339943436155625,-1
2016-04-26,1517.63,1517.68,1521.58,1499.57,535863700,0.0005339943436155625,-0.003365689734987679,0.0010421850145625096,0.7037761935724076,-0.2919211711573527,-0.009185071951926638,-1
2016-04-27,1520.93,1503.74,1524.13,1500.33,665223000,-0.009185071951926638,-0.0030632277090332388,-0.0010963765147708286,0.7341263356242934,-0.270788215269278,0.005712423690265478,-1
2016-04-28,1506.32,1512.33,1515.54,1486.67,749629200,0.005712423690265478,-0.002023165754191893,-0.000979551306015199,0.7866269598674951,-0.17149905623819978,-0.004509597772972773,-1
2016-04-29,1502.98,1505.51,1512.69,1495.77,611008700,-0.004509597772972773,0.0008235792665658279,-0.002660748678211311,0.9240970109391158,0.12011195989822214,0.007346347749267679,-1
2016-05-03,1502.62,1516.57,1521.25,1493.19,851533300,0.007346347749267679,0.00035580810833161066,0.002849724555520128,1.0746656912977304,0.057831208706549904,-0.008130188517509906,-1
2016-05-04,1506.48,1504.24,1510.79,1493.16,653481100,-0.008130188517509906,-0.0004100206278945727,-0.0017644795137383336,1.0445162434570978,-0.05946478013308806,-0.0004188161463597462,-1
2016-05-05,1501.84,1503.61,1506.63,1489.39,573197900,-0.0004188161463597462,-0.0012358440865171921,-0.000400885638200658,1.045092236778766,-0.19254830230247758,-0.037669342449172194,-1
2016-05-06,1501.05,1446.97,1503.08,1446.37,805573700,-0.037669342449172194,-0.006693463628344014,-0.015406115704347282,0.9658378826930847,-0.44410752966603256,-0.03892962535505218,-1
2016-05-09,1441.57,1390.64,1441.67,1385.04,782556300,-0.03892962535505218,-0.010942685543076234,-0.025672594650194707,1.003206345100252,-0.5626436225642721,-0.00040988321923729476,-1
2016-05-10,1385.39,1390.07,1396.11,1385.05,477392400,-0.00040988321923729476,-0.011817300815862344,-0.025669617007820555,1.0136303605083432,-0.6320069540749533,0.0004532145863158643,-1
2016-05-11,1398.46,1390.7,1401.84,1381.85,376206700,0.0004532145863158643,-0.011108327621678253,-0.012962097995991203,0.8446339444430261,-0.5812575668857415,-0.0008413029409650719,-1
2016-05-12,1382.06,1389.53,1390.04,1364.86,423740300,-0.0008413029409650719,-0.012277992005997218,-0.0002659905246288341,0.7283359029696969,-0.6816535710407108,-0.002813901103250749,-1
2016-05-13,1385.59,1385.62,1394.79,1378.1,392236300,-0.002813901103250749,-0.011518522375388767,-0.0010673298192999854,0.7261370485368865,-0.6285529226921323,0.004792078636278507,-1
2016-05-16,1381.07,1392.26,1393.23,1370.52,341350100,0.004792078636278507,-0.010774108835011873,0.00037895819735422887,0.7503159486070393,-0.5686504471809062,0.009940672000919415,-1
2016-05-17,1398.33,1406.1,1416.62,1398.33,594681400,0.009940672000919415,-0.003972678199284501,0.003972949844649058,0.9147408421504255,-0.24830687721339703,-0.01832017637436878,-1
2016-05-18,1396.63,1380.34,1399.12,1364.54,549777000,-0.01832017637436878,-0.0010284712020440154,-0.0011958085790569524,1.0987208784274194,-0.11758695500217445,-0.005360998014981688,-1
2016-05-19,1376.8,1372.94,1386.47,1369.67,350758800,-0.005360998014981688,-0.001735773315721786,-0.004580167462810351,1.151907368448671,-0.1953122116240097,0.002724081168878456,-1
2016-05-20,1365.49,1376.68,1376.75,1359.23,265600800,0.002724081168878456,-0.00141136380392713,-0.006985697740157337,0.9324367636738508,-0.15645597774487338,0.004634337681959311,-1
2016-05-23,1375.81,1383.06,1385.12,1374.68,302966100,0.004634337681959311,-0.0006291294292236468,0.0006658069452853596,0.7668248807228074,-0.06756665709830646,-0.0070640463898891115,-1
2016-05-24,1379.84,1373.29,1379.84,1360.05,308768000,-0.0070640463898891115,-0.0012362930416005558,9.812415364955178e-05,0.7543067567676782,-0.12863061191994876,0.001900545405558951,-1
2016-05-25,1378.35,1375.9,1381.76,1369.11,360660800,0.001900545405558951,-0.0016493692174176352,-0.00017638776745694992,0.8301297836452232,-0.17606465017082815,0.006468493349807369,-1
2016-05-26,1379.95,1384.8,1388.45,1366.34,430663400,0.006468493349807369,-0.0021453947390050704,0.0004349974551590696,0.9990996790473156,-0.2459852325236167,-0.005596476025418795,-1
2016-05-27,1380.7,1377.05,1381.9,1371.54,268899900,-0.005596476025418795,-0.00032772326058364394,0.0009241875766491751,1.081080710613418,-0.05925059716157632,-0.004081188046911821,-1
2016-05-30,1374.36,1371.43,1378.24,1365.05,258378600,-0.004081188046911821,-0.0001448932651450915,-0.0010697235741744155,1.017878543846905,-0.02705556369959959,0.027978095856149965,-1
2016-05-31,1372.55,1409.8,1410.32,1372.55,668547000,0.027978095856149965,0.0034628231187508384,0.006100143927939783,1.0736376516718447,0.2886280961604688,0.0013973613278479569,-1
2016-06-01,1408.76,1411.77,1420.22,1405.2,516356400,0.0013973613278479569,0.003000397925306359,0.008431423045695366,1.197485693161986,0.24988272330235123,0.002634990118786984,-1
2016-06-02,1410.48,1415.49,1416.44,1405.12,409357400,0.002634990118786984,0.004385974569402944,0.010670149100928302,1.277073871352594,0.3921778557875032,-0.0003108464206741379,1
2016-06-03,1414.54,1415.05,1417.66,1405.0,448680000,-0.0003108464206741379,0.0040700614513696455,0.0012405016753202676,1.0686585205968453,0.36030319272721006,-0.003837320236034114,1
2016-06-06,1415.47,1409.62,1418.5,1405.07,317315800,-0.003837320236034114,0.0025978023676780054,-0.0005043921793070894,0.9497688183946232,0.22396680463019428,-0.00033342319206575155,1
2016-06-07,1411.23,1409.15,1412.79,1404.07,308251000,-0.00033342319206575155,0.0033496670581570115,-0.0014938632829246679,0.8563967627667474,0.300664206356574,0.0004967533619557596,1
2016-06-08,1406.4,1409.85,1414.56,1401.84,510629800,0.0004967533619557596,0.004003658687995237,-0.0012246633553813686,0.8339134382804593,0.37209295773322526,-0.038493456750718136,1
2016-06-13,1393.44,1355.58,1394.33,1353.7,661158400,-0.038493456750718136,-0.005492277398700206,-0.012776708860276043,1.0888077895702208,-0.37389464830978075,-0.00202865194234203,1
2016-06-14,1353.57,1352.83,1358.38,1345.71,392491900,-0.00202865194234203,-0.005981707865870204,-0.013341785110368135,1.1975477218738257,-0.4131841143965017,0.014599025746028671,-1
2016-06-15,1341.48,1372.58,1375.19,1337.68,525164800,0.014599025746028671,-0.004272559919121391,-0.008641027649010499,1.164431382489008,-0.26275977852941157,-0.008378382316513444,-1
2016-06-16,1369.23,1361.08,1371.21,1355.79,492625100,-0.008378382316513444,-0.005425065047098435,0.0013973304957243988,1.0258822112694719,-0.3344969080472435,0.015186469568283956,-1
2016-06-17,1364.28,1381.75,1390.69,1363.95,690433600,0.015186469568283956,-0.002707380789338711,0.007135704332599728,1.1131326434191646,-0.1502220785371166,-0.005818708159942121,-1
2016-06-20,1379.31,1373.71,1380.75,1366.77,434419100,-0.005818708159942121,-0.0034909929276067636,0.0003297930306094636,1.0181261310538432,-0.19371428911689223,-0.001077374409445997,-1
2016-06-21,1378.72,1372.23,1390.31,1367.86,539051600,-0.001077374409445997,-0.0037158683235213002,0.0027634623329652794,1.0393802677816373,-0.20674664584392022,0.02020798262681911,-1
2016-06-22,1371.8,1399.96,1399.96,1370.78,677159000,0.02020798262681911,0.004670051587555449,0.004437300019143664,1.026690213065175,0.402235059508292,-0.002085773879253794,-1
2016-06-23,1397.25,1397.04,1409.49,1391.39,607741400,-0.002085773879253794,0.0046618913108537685,0.005681611446039773,1.0729324342850666,0.4013416826757417,-0.017780450094485478,-1
2016-06-24,1390.84,1372.2,1397.06,1349.12,671126700,-0.017780450094485478,3.6251905066033074e-05,0.0001139195510266126,1.1097873630023887,0.002721412455248462,0.021702375746975644,1
2016-06-27,1364.7,1401.98,1405.6,1363.88,728192500,0.021702375746975644,0.0043335030569930455,0.0006120505910787907,1.07704874739195,0.29062291797115003,0.0033595343728156646,-1
2016-06-28,1392.89,1406.69,1407.2,1388.74,583262600,0.0033595343728156646,0.0026439408862118613,0.00242715334176861,1.0907982967695775,0.1871716186609929,0.003085256879625131,1
2016-06-29,1410.67,1411.03,1417.49,1406.05,567692200,0.003085256879625131,0.003915935891864326,0.00938238899980548,1.002389230308021,0.28732677407568624,-0.001764668362827182,1
2016-06-30,1414.67,1408.54,1418.37,1405.98,472776000,-0.001764668362827182,0.0038177510413812993,0.001560040963204538,0.8794681572935473,0.27921354708158636,-7.099549888534007e-06,1
2016-07-01,1408.73,1408.53,1421.23,1406.27,438238900,-7.099549888534007e-06,0.0009298821589944931,0.00043782965563647175,0.84794565591381,0.08006341732720376,0.028412600370599117,1
2016-07-04,1404.26,1448.55,1451.19,1402.75,943806200,0.028412600370599117,0.005286792766116337,0.008880277485961133,0.9824795609974459,0.3433318290130717,0.0034172103137619647,-1
2016-07-05,1447.97,1453.5,1461.48,1447.54,844923800,0.0034172103137619647,0.008315029967294543,0.010607570378157516,1.13482924246757,0.7070169090010225,-0.0002889576883385869,-1
2016-07-06,1446.81,1453.08,1456.0,1434.98,609433300,-0.0002889576883385869,0.005173410905106797,0.010513617665340832,1.2546070636608069,0.4949152917010187,0.002112753599251338,1
