date,open,close,high,low,volume
2009/1/9,1770.28,1822.58,1823.16,1770.28,179461400
2009/1/12,1816.63,1829.9,1851.57,1812.54,192340900
2009/1/13,1818.14,1774.56,1819.91,1772.83,153458000
2009/1/14,1768.05,1817.24,1818.7,1768.05,151094500
2009/1/15,1807.7,1814.1,1829.6,1795.25,178574900
2009/1/16,1819.95,1818.73,1838.55,1809.73,226502200
2009/1/19,1822.2,1797.45,1834.19,1780.62,227094700
2009/1/20,1795.09,1827.45,1827.52,1791.38,201545900
2009/1/21,1807.64,1826.33,1839.87,1802.21,217143000
2009/1/22,1864.26,1865.83,1894.9,1860.81,277286500
2009/1/23,1866.73,1843.09,1867.69,1840.78,147117500
2009/2/2,1851.07,1867.56,1868.18,1841.91,136149700
2009/2/3,1867.52,1890.76,1890.92,1859.06,190912400
2009/2/4,1895.14,1909.48,1909.82,1892.17,245811200
2009/2/5,1904.63,1866.67,1910.66,1859.4,264973100
2009/2/6,1859.54,1915.15,1915.56,1859.54,312582600
2009/2/9,1934.45,1972.31,1973.18,1906.49,397685000
2009/2/10,1965.31,2022.34,2022.76,1945.92,346768200
2009/2/11,1993.29,2025.46,2072.91,1980.66,394805300
2009/2/12,2037.08,2074.29,2076.28,1997.09,393700500
2009/2/13,2074.75,2123.56,2124.7,2070.93,361525700
2009/2/16,2135.99,2130.07,2142.29,2089.75,333183800
2009/2/17,2132.32,2085.32,2144.18,2076.53,345917200
2009/2/18,2049.94,2038.03,2094.45,2032.45,278564400
2009/2/19,2056.74,2073.71,2080.83,2034.63,225121300
2009/2/20,2083.31,2122.49,2127.75,2064.93,254600200
2009/2/23,2119.73,2183.98,2190.48,2105.48,293229700
2009/2/24,2164.3,2105.5,2187.57,2104.89,315503700
2009/2/25,2119.52,2099.08,2137.79,2045.34,284355000
2009/2/26,2092.65,1970.1,2117.29,1948.93,262534200
2009/2/27,1936.49,1912.95,1950.86,1866.35,247142400
2009/3/2,1898.63,1959.59,1961.94,1893.35,158409700
2009/3/3,1923.72,2014.73,2042.52,1909.65,243826800
2009/3/4,2022.13,2100.06,2104.89,2022.13,312797200
2009/3/5,2112.88,2084.52,2118.61,2042.6,300106500
2009/3/6,2053.21,2047.41,2075.96,2039.1,194018000
2009/3/9,2051.83,1974.96,2069.44,1970.96,220694300
2009/3/10,1961.28,2015.86,2016.64,1956.62,147941800
2009/3/11,2046.77,2020.93,2054.76,2008.61,198238800
2009/3/12,2013.86,2022.83,2023.82,1971.42,167653300
2009/3/13,2029.42,2000.66,2038.74,1997.13,146970600
2009/3/16,1996.41,2012.05,2014.24,1979.72,119102700
2009/3/17,2017.34,2074.35,2077.73,2009.05,231546400
2009/3/18,2093.46,2092.92,2127.93,2089.16,311712800
2009/3/19,2099.31,2111.76,2112.7,2076.91,306351100
2009/3/20,2115.44,2079.46,2116.97,2055.56,236584900
2009/3/23,2082.94,2101.14,2101.65,2078.26,303402200
2009/3/24,2118.3,2134.65,2141.72,2090.54,388882100
2009/3/25,2123.86,2070.43,2126.75,2069.81,256134600
2009/3/26,2063.31,2089.42,2089.77,2034.22,210738700
2009/3/27,2101.36,2088.03,2106.42,2075.94,298899100
2009/3/30,2091.35,2103.85,2111.81,2086.97,249217600
2009/3/31,2076.05,2113.82,2114.56,2063.26,247218600
2009/4/1,2120.71,2131.29,2135.05,2112.72,286064000
2009/4/2,2140.08,2138.4,2157.49,2127.66,401189700
