date,open,close,high,low,volume,return,long_period_return,short_period_return,volume_ratio,Sharpe,future_return,signal
2014-02-06,21320.91016,21423.13086,21440.40039,21277.00977,1589901600,0.007228701249557767,-0.006582782307778994,-0.009236304674023513,1.0300374245111195,-0.4735498253252816,0.009976074524151057,-1
2014-02-07,21498.08984,21636.84961,21703.68945,21480.08984,1698091100,0.009976074524151057,-0.0021416589558962895,0.0037348932791804548,0.9414121571081174,-0.15930171767534135,-0.002661655510762695,-1
2014-02-10,21646.75,21579.25977,21687.83984,21524.81055,1718083400,-0.002661655510762695,-0.002421403297611218,0.004847706754315377,0.9095266091341822,-0.1803048921146445,0.01778192134901002,-1
2014-02-11,21623.78906,21962.98047,22025.58008,21623.78906,2004766000,0.01778192134901002,-0.0010583567064274466,0.008365446787466127,0.9753324968159596,-0.07020441528924384,0.01469784988612699,-1
2014-02-12,22057.69922,22285.78906,22308.25,22010.56055,1964148900,0.01469784988612699,0.0017264680323506904,0.009939371908124772,0.9906252887219812,0.10763827240677042,-0.005396253176238264,-1
2014-02-13,22297.69922,22165.5293,22297.69922,22098.19922,1431843900,-0.005396253176238264,0.005089506055096774,0.00902783935296625,1.0206641217849686,0.5199497942225966,0.005994932861810742,-1
2014-02-14,22382.7207,22298.41016,22412.74023,22243.76953,1142733000,0.005994932861810742,0.006803081597665088,0.005098843190566489,0.9169486072288471,0.8015936629310262,0.010652297105292918,1
2014-02-17,22463.40039,22535.93945,22585.67969,22463.40039,1043804900,0.010652297105292918,0.007292166719912967,0.003750325596955132,0.7672934034367871,0.8466201945905913,0.0022977187223494067,1
2014-02-18,22535.19922,22587.7207,22592.35938,22437.38086,961510000,0.0022977187223494067,0.006195258748227017,0.006314982896484356,0.7154498614921377,0.711856552380542,0.003400025660845074,1
2014-02-19,22600.59961,22664.51953,22708.40039,22534.18945,1145877400,0.003400025660845074,0.007061213201313842,0.005450013829495799,0.7584344118374454,0.888961263731083,-0.011932282510645487,1
2014-02-20,22595.91016,22394.08008,22742.7207,22297.84961,2691551800,-0.011932282510645487,0.0028163269356487686,-0.002078179375817002,1.0786068743502306,0.30905318665364234,0.007777062035048354,1
2014-02-21,22617.63086,22568.24023,22633.28906,22442.39063,1678803800,0.007777062035048354,0.0018276429569232494,-0.00025173160491735275,1.2748664055077183,0.23122683091177865,-0.00796161677511531,1
