date,open,close,high,low,volume,money
2005/6/16,866.66,879.24,879.49,861.83,1104968500,6115269193
2005/6/17,883.61,880.35,888.08,876.04,1496300900,8285455982
2005/6/20,881.62,906.25,906.48,872.56,1899208200,10290889580
2005/6/21,906.31,896.17,906.31,894.39,1277478400,6890936652
2005/6/22,894.77,900.65,901.24,891.93,1047813400,5882401451
2005/6/23,900.06,893.57,904.9,892.83,950930800,5465028353
2005/6/24,892.06,898.3,898.67,888.4,891873900,4732186046
2005/6/27,904.21,916.04,920.65,904.21,1654540200,8903493734
2005/6/28,913.48,903.72,913.48,901.21,1040221900,5536098456
2005/6/29,906.75,898.9,907.57,898.08,1080674600,5751998008
2005/6/30,897.1,878.69,897.1,876.88,1085547200,5597946269
2005/7/1,875.93,859.49,875.93,858.37,1009459700,5086726820
2005/7/4,855.32,855.93,856.1,842.81,884027700,4026099534
2005/7/5,853.68,849.68,856.74,845.36,799268800,4529674417
2005/7/6,850.25,842.56,854.45,838.61,689831400,3627265630
2005/7/7,841.75,844.73,848.02,839.28,596246500,2901826588
2005/7/8,842.62,829.49,842.62,827.23,722100000,3447787083
2005/7/11,837.86,824.1,850.66,822.52,843900600,4092653674
2005/7/12,821.91,851.82,854.29,818.86,1498987100,7519245269
2005/7/13,850.47,846.23,851.95,841.86,939884200,4674024437
2005/7/14,844.94,849.59,856.1,843.18,936196800,4742557429
2005/7/15,849.87,841,854.6,837.78,888956300,4203939701
2005/7/18,839.22,833,840,829.68,850000600,3767754660
2005/7/19,831.5,835.61,840.14,829.28,789181800,3622924794
2005/7/20,835.3,842.64,844.71,832.14,852647300,3953440082
2005/7/21,842.75,843.99,843.99,835.76,836610100,4118496717
2005/7/22,847.54,859.69,867.16,842.99,2163097600,10210013616
2005/7/25,858.33,856.86,860.95,854.28,1181608000,5762385031
2005/7/26,856.19,876.48,880.03,856.19,2182677600,10513580671
2005/7/27,876.94,894.01,894.03,876.04,2040953700,9688109273
2005/7/28,893.88,890.88,901,888.5,2062252700,10326374188
2005/7/29,889.41,888.16,892.29,883.38,1339740600,6409062024
2005/8/1,887.72,891.61,897.28,885.85,1180830900,5451576867
2005/8/2,892.13,903.6,903.65,888.4,1429254700,6441958706
2005/8/3,905.18,909.57,919.28,903.76,2578629800,11911777040
2005/8/4,907.42,904.15,909.83,901.63,1451925600,6682690057
2005/8/5,904.04,923.8,923.81,903.94,1912376500,9585685726
2005/8/8,926.57,927.47,933.15,923.57,2160894400,11135756693
2005/8/9,926.97,933.09,933.39,919.11,1953290700,9704541246
2005/8/10,933.26,940.37,940.37,926.27,2151576300,10214864206
2005/8/11,940.78,953.99,953.99,939.39,2707366600,14042061872
2005/8/12,954.72,938.32,959.27,933.99,2916814400,14457553256
2005/8/15,937.71,954.5,954.5,936.11,2043081300,10503460782
2005/8/16,955.27,945.06,959.34,939.92,2386181800,12606079730
2005/8/17,943.4,953.01,953.34,930.33,2145776900,10910460911
2005/8/18,954.15,920.67,956.84,919.12,3185532700,15916423709
2005/8/19,918.09,923.04,927.32,910.08,2224267900,10881501177
2005/8/22,923.11,931.67,933.35,919.22,1603101000,7745835021
2005/8/23,931.81,923.41,931.81,915.03,1540648800,7508824639
2005/8/24,923.56,930.65,935.23,923.56,1595974700,7736512283
2005/8/25,930.98,930.12,933.2,920.61,1629205700,7604864624
2005/8/26,930.25,928.26,930.33,921.84,1542980400,7186198527
2005/8/29,928.34,917.37,928.34,913.77,1546226100,7137708170
2005/8/30,916.09,914.88,920.21,912.84,1243817000,5858436210
2005/8/31,915.12,927.92,928.21,911.5,1462363000,7034282250
2005/9/1,928.52,944.56,944.95,926.06,2230638400,10558677965
2005/9/2,945.98,947.87,947.92,941.31,1861443800,8864773608
2005/9/5,949.08,952.72,952.99,944.63,1784331800,8242226133
2005/9/6,953.41,936.61,956.3,934.97,2122225500,10583985179
2005/9/7,934.99,952.76,952.9,932.65,1960846600,9956808193
2005/9/8,954.27,955.28,958.87,947.71,2242439300,11753260243
2005/9/9,955.11,949.07,959.9,946.02,1621931000,7924193974
2005/9/12,949.78,949.51,952.55,945.4,1167261300,5610130326
2005/9/13,949.58,963.77,963.92,948.13,1657943100,7999031246
2005/9/14,964.97,970.19,970.26,961.64,1995829100,9942627972
2005/9/15,970.58,969.6,970.96,965.66,1637767900,8098160518
2005/9/16,969.62,967.5,970.37,964.28,1397857100,6989327513
2005/9/19,967.44,971.14,971.99,964.26,1473742100,7427481654
2005/9/20,971.38,961.92,971.65,957.12,1863660400,9189438331
2005/9/21,961.37,944.41,961.37,943.82,1854189500,8760459022
2005/9/22,942.73,923.27,942.73,914.23,1811552500,8625589892
2005/9/23,921.51,916.15,927.42,914.81,1154764400,5549882042
2005/9/26,915.84,918.49,919.65,913.61,883624100,4398425669
2005/9/27,918.87,904.21,921.13,903.39,1108605600,5576097392
2005/9/28,903.33,903.72,910.33,901.38,885031000,4331475905
2005/9/29,904.28,915.98,915.98,904.28,1193897800,5798238295
2005/9/30,916.59,917.39,918.66,913.45,900143300,4529466676
2005/10/10,917.21,907.32,917.21,906.88,715845100,3665624376
2005/10/11,906.63,919.72,919.8,904.04,775829500,4032539378
2005/10/12,920.45,923.49,926.09,917.38,1220885200,6653231000
2005/10/13,923.43,916.5,926.01,916.27,1082890400,6021814326
2005/10/14,916.34,904.83,917.89,902.81,1012394000,5568049025
2005/10/17,903.27,897.62,903.27,892.36,1055250600,5516482064
2005/10/18,897.37,902.37,903,895.62,1136631700,5849997730
2005/10/19,902.04,898.74,907.88,897.04,1103304800,5474099406
2005/10/20,898.89,899.91,900.13,889.57,1260872500,6082545635
2005/10/21,899.64,904.41,907.79,897.99,1136458800,5645096184
2005/10/24,905.13,906.65,908.45,900.23,921898200,4674775354
2005/10/25,905.97,894.27,905.97,893.61,1121340100,5687104900
2005/10/26,892.62,875.82,892.62,873.89,1216712300,5911800808
2005/10/27,873.47,875.85,879.67,869.72,1190858800,5881848405
2005/10/28,875.86,867.73,880.21,859.69,1197337600,5565266453
2005/10/31,866.62,876.28,878.41,866.15,1044365100,4954801462
2005/11/1,875.96,872.87,875.96,862.69,1008274500,4762514458
2005/11/2,873.39,882.48,884.94,873.39,1310497300,6115386842
2005/11/3,882.19,874.58,885.68,872.11,1217918200,5843191842
2005/11/4,873.35,878.36,878.36,869.68,956731000,4570236086
2005/11/7,877.62,877.28,877.62,870.08,771325900,3758294613
2005/11/8,876.43,881.52,881.89,870.96,1012876100,4617261094
2005/11/9,881.51,879.25,884.94,878.68,1177440500,5544780425
2005/11/10,878.63,862.97,878.63,862.09,1085377100,5071603818
2005/11/11,861.22,864.79,867.33,857.79,921972000,4221479222
2005/11/14,864.08,862.15,864.25,858.34,627167400,2924317719
2005/11/15,862.07,856.63,867.46,853.86,825247800,4158739868
2005/11/16,855.45,863.12,863.17,847.49,906613800,4185382359
2005/11/17,863.08,862.66,865.79,859,881163700,4120494742
2005/11/18,862.58,882.24,886.58,862.4,1759780300,8353934317
2005/11/21,882.79,883.87,886.11,880.3,1025996300,4897254555
2005/11/22,883.93,869.62,883.93,869.53,1059723600,4500600972
2005/11/23,868,876.23,876.82,866.19,991692000,3944070407
2005/11/24,875.83,881.49,885.75,874.88,1462900800,6102429919
2005/11/25,881.25,884.11,884.16,877.26,1300354600,5127946933
2005/11/28,883.24,880.17,886.74,877.64,973973500,4239101597
2005/11/29,879.25,871.31,879.25,870.56,841499400,3597357382
2005/11/30,870.45,873.83,873.93,866.98,804073800,3676845309
2005/12/1,873.47,873.07,877.31,870.7,706923500,3355702993
2005/12/2,872.93,869.94,875.83,866.37,849202100,3937214093
2005/12/5,869.43,859.61,869.43,858.86,1028689700,4606548004
2005/12/6,858.11,866.08,867.19,855.72,1030351400,4737134619
2005/12/7,865.72,873.84,874,865.02,984295500,4368779146
2005/12/8,874.13,874.06,877.97,870.12,1025917400,5018813137
2005/12/9,873.69,887.36,887.57,871.26,1271952600,5793086795
2005/12/12,887.06,888.52,890.69,884.26,1069928000,5082260512
2005/12/13,888,889.1,889.22,880.74,1054723800,5148218278
2005/12/14,888.6,898.15,899.01,884.37,1386837600,6757243552
2005/12/15,898.38,896.43,904.01,895.17,1625978200,7498123901
2005/12/16,895.83,902.56,902.75,894.1,1145210700,5418465602
2005/12/19,902.05,902.91,904.47,898.79,993632700,4380561278
2005/12/20,902.75,907.32,907.32,899.66,1029465900,4665761570
2005/12/21,907.05,903.14,910.93,902.11,1027397600,4892864878
2005/12/22,902.37,908.75,909.06,900.66,894702600,4441384591
2005/12/23,908.96,915.89,915.89,908.51,1190699900,5799046691
2005/12/26,916.67,922.38,925,916.41,1534265000,7501782773
2005/12/27,922.44,919.36,922.44,916,1205035900,5640640118
2005/12/28,919.05,920.92,920.98,915.12,1213103200,5731256513
2005/12/29,921.14,932.03,932.03,921.14,1725495900,8798040548
2005/12/30,933.45,923.45,934,921.83,1560025100,8517980122
2006/1/4,926.56,941.43,941.43,926.41,2112689900,11442608327
2006/1/5,943.85,959.13,959.63,942.31,2731174300,14693493720
2006/1/6,961.91,970.03,975.63,956.04,3028636800,16170989866
2006/1/9,971.09,975.25,976.27,966.05,2432955200,12626400277
2006/1/10,975.28,978.15,978.28,964.43,2273530200,12344022953
2006/1/11,977.64,973.48,983.39,963.39,2652413800,13488346780
2006/1/12,972.39,983.72,984.08,968.54,2189668000,11028175836
2006/1/13,985.04,978.81,988.11,973.68,2228186100,11215633222
2006/1/16,977.89,961.44,977.89,960.88,2030521500,9896151721
2006/1/17,959.39,964.29,965.98,952.23,1603727600,8076118846
2006/1/18,964.16,983.62,984.67,963.08,2082351800,10389841771
2006/1/19,985.22,991.22,992.27,978.28,2645560900,12714862349
2006/1/20,991.57,993.34,994.5,987.06,2614706200,12929890431
2006/1/23,993.74,996.16,997.33,989.34,2254601900,11459294356
2006/1/24,997.79,999.09,1006.15,993.39,2419799100,13914239772
2006/1/25,998.84,1009.6,1009.65,989.51,2180075800,11644197379
2006/2/6,1013.42,1033.23,1033.35,1012.81,2503877100,13466978183
2006/2/7,1034.68,1029.94,1038.5,1019.94,3295478700,17669257813
2006/2/8,1028.44,1033.07,1033.4,1022.94,2698672900,13692515175
2006/2/9,1033.19,1019.6,1033.19,1017.05,2383960100,12115067169
2006/2/10,1019.42,1032.34,1032.6,1018.48,2202445300,11411753871
2006/2/13,1034.38,1031.61,1034.64,1021.84,2215729800,11454695538
2006/2/14,1032.64,1038.53,1038.81,1030.46,1855622000,9730559347
2006/2/15,1040.33,1041.66,1048.34,1038.74,2478462800,12747811508
2006/2/16,1041.66,1020.12,1041.66,1019.21,2615989200,13407183725
2006/2/17,1020.06,1020.37,1028.57,1015.99,2102687500,10774127956
2006/2/20,1020.74,1021.64,1030.05,1020.01,1881888300,10303300141
2006/2/21,1020.98,1038.82,1038.94,1014.66,2367803900,13180216400
2006/2/22,1039.65,1037.88,1046.45,1036.38,2538070400,13435059019
2006/2/23,1038.25,1041.37,1041.59,1029.25,1978503700,10259755542
2006/2/24,1041.97,1049.44,1049.69,1041.97,1967610400,10286380796
2006/2/27,1055.95,1047.85,1057.22,1045.97,2287209900,12520438962
2006/2/28,1046.71,1053.01,1053.72,1033.66,1935326700,10427830678
2006/3/1,1051.76,1056.62,1057.69,1049.64,1942573000,10518419421
2006/3/2,1055.86,1038.67,1056.05,1034.68,2487786100,13748692907
2006/3/3,1037.99,1041.68,1043.42,1029.56,2120053900,11437141697
2006/3/6,1041.75,1038.87,1044.42,1036.11,1787096300,9091203924
2006/3/7,1037.93,1014.97,1037.98,1013.14,1933651600,9676508800
2006/3/8,1012.58,1009.27,1014.97,999.93,1746305500,8818082801
2006/3/9,1006.97,1004.34,1010.91,1002.2,1273509900,6640051345
2006/3/10,1004.75,1008.9,1011.76,1004.69,1188798300,6337829115
2006/3/13,1008.8,1019.86,1020.88,1008.51,1176591100,6101943506
2006/3/14,1020.47,1018.27,1021.65,1012.11,1134803000,5861599356
2006/3/15,1018.15,1028.96,1028.96,1017.08,1484206800,7822300458
2006/3/16,1028.96,1027.62,1029.81,1025.52,1478433900,7936360041
2006/3/17,1027.64,1024.02,1029.56,1021.08,1500192400,7945174864
2006/3/20,1024.5,1037.66,1037.91,1019.65,1538991200,8246315688
2006/3/21,1037.95,1040.76,1047.05,1036.23,1907766200,10271579935
2006/3/22,1041.14,1047.67,1047.94,1036.71,1864057500,10034541922
2006/3/23,1047.35,1048.54,1049.33,1042.83,2046788500,10825049824
2006/3/24,1049.12,1042.6,1051.76,1041.23,2009823700,11031900342
2006/3/27,1042.63,1050.71,1050.71,1037.08,1713407000,9201788180
2006/3/28,1050.07,1055.98,1056.52,1048.64,2227399900,10630507500
2006/3/29,1058.74,1065.29,1074.04,1057.68,3052634500,15882110482
2006/3/30,1065.84,1055.63,1067.99,1055.14,2201249400,12089930817
2006/3/31,1053.85,1061.09,1061.47,1050.22,2227619000,12045672446
2006/4/3,1061.96,1079.32,1079.37,1061.96,2772976100,15703156870
2006/4/4,1080.86,1089.37,1089.37,1076.2,3114875700,17525218334
2006/4/5,1091.17,1099.97,1100.56,1089.55,3293691400,18539588008
2006/4/6,1102.54,1103.24,1109.68,1097.32,3616704900,19687813538
2006/4/7,1102.94,1103.15,1105.1,1091.89,3257086000,17760103659
2006/4/10,1104.32,1117.91,1118.08,1100.69,3206752000,17246470925
2006/4/11,1120.16,1123.31,1126.09,1112.01,3560752000,19796708290
2006/4/12,1123.78,1117.07,1123.78,1116.15,3033384500,15991141463
2006/4/13,1116.84,1093.92,1122.39,1093.51,3382414600,17190084945
2006/4/14,1091.69,1118.61,1118.66,1091.67,3352796200,16782531968
2006/4/17,1120.19,1124.41,1129.15,1114.53,3570454800,18349161711
2006/4/18,1127.51,1131.28,1135.45,1119.27,3231722300,17403457422
2006/4/19,1135.61,1138.24,1140.41,1125.2,3432289800,19364959974
2006/4/20,1139.64,1134.38,1142.54,1127.09,3788565100,21561233693
2006/4/21,1133.2,1149.16,1152.89,1127.65,4077291000,22750697130
2006/4/24,1156.91,1142.7,1160.58,1135.75,4593621900,26245896335
2006/4/25,1139.49,1141.93,1149.54,1123.1,3861112500,22885232669
2006/4/26,1142.9,1155.73,1162.02,1142.07,4182430100,25476171649
2006/4/27,1157.38,1155.27,1159.9,1145.26,3198045100,18862520936
2006/4/28,1143.59,1172.35,1173.88,1133.19,4080185800,24343009251
2006/5/8,1179.58,1218.44,1218.86,1179.58,4491282100,26536314891
2006/5/9,1226.32,1251.61,1252.76,1222.68,5599386100,33111916341
2006/5/10,1257.98,1265.93,1273.68,1243.47,5566704300,33568258225
2006/5/11,1267.22,1255.04,1294.87,1254.35,6113372500,37299607468
2006/5/12,1255.23,1296.26,1296.38,1252.68,5492033100,34261843942
2006/5/15,1312.14,1352.15,1352.41,1301.8,7353400500,45768188032
2006/5/16,1368.13,1331.13,1387.4,1322.14,7965817000,50916396723
2006/5/17,1331.69,1335.52,1356.13,1306.87,6182328700,39133826398
2006/5/18,1322.65,1331.2,1340.52,1301.11,5205636300,31832852065
2006/5/19,1334.07,1366.1,1371.22,1329.32,6712386900,36222359895
2006/5/22,1366.32,1373.67,1387.57,1360.35,6626217200,38198875541
2006/5/23,1365.1,1317.65,1365.1,1316.55,5687238800,32747751170
2006/5/24,1325.68,1308.24,1351.31,1277.33,5117663200,31096815588
2006/5/25,1304.69,1307.7,1316.47,1285.73,3404643600,20482556624
2006/5/26,1312.24,1331.02,1331.45,1309.46,3638566500,21741991960
2006/5/29,1339.9,1366.29,1366.84,1330.63,4448001100,27100627303
2006/5/30,1375.3,1378.76,1384.68,1360.55,4476102700,28992430923
2006/5/31,1377.45,1365.45,1386.94,1355.01,4733588300,29359692213
2006/6/1,1364.18,1402.88,1403.27,1362.94,5349345300,31383492665
2006/6/2,1406.62,1390.12,1411.78,1382,6410916200,37407323630
2006/6/5,1391.46,1403.16,1403.3,1362.72,5510181900,29784741526
2006/6/6,1400.27,1399.14,1413.11,1391.89,4683527800,26497855270
2006/6/7,1398.18,1320.23,1398.18,1319.7,5204764700,31076290204
2006/6/8,1309.07,1325.98,1331.88,1286.9,4567750900,26462585864
2006/6/9,1320.81,1294.18,1329.84,1293.05,3739262300,21631040581
2006/6/12,1283.83,1297.67,1308.12,1275.4,2503333100,15025360038
2006/6/13,1296.41,1298.28,1312.13,1284.62,2782303100,16716170449
2006/6/14,1291.69,1283.88,1291.69,1269.52,2880166100,15982326444
2006/6/15,1283.72,1285.38,1300.11,1280.5,2324130200,12947893429
2006/6/16,1290,1318.01,1318.02,1290,2840803200,16152374694
2006/6/19,1306.26,1334.89,1341.99,1294.9,3072625800,18672646769
2006/6/20,1333.62,1338.22,1341.24,1323.78,2779705800,16416714736
2006/6/21,1336.84,1333.53,1347,1320.41,3244547900,18271592334
2006/6/22,1331.93,1331.55,1341.73,1326.15,2595315700,14642393269
2006/6/23,1329.11,1339.45,1340.27,1319.51,2565164400,15125536432
2006/6/26,1341.61,1363.41,1363.57,1341.61,2959592000,18564767865
2006/6/27,1365.04,1363.9,1368.41,1354.09,2645473400,16022196955
2006/6/28,1361.79,1362.88,1366.34,1353.63,2579165700,14836163873
2006/6/29,1365.25,1395.12,1395.24,1365.25,4243920100,24225652463
2006/6/30,1402.6,1393.96,1408.79,1384.99,3839674500,22942443838
2006/7/3,1398.74,1420.33,1420.33,1393.92,3829738500,24423131531
2006/7/4,1423.08,1411.01,1426.1,1401.15,4274980300,28116073765
2006/7/5,1409.9,1393.01,1409.9,1377.22,3344600500,21154127198
2006/7/6,1391.64,1418.67,1418.76,1390.19,3248073400,21637516912
2006/7/7,1423.72,1410.43,1426.4,1405.99,3355617600,22529571028
2006/7/10,1410.5,1412.12,1413.58,1397.44,2760736900,18616784852
2006/7/11,1414.14,1418.58,1418.82,1406.5,2853737900,18958953195
2006/7/12,1419.07,1419.2,1430.94,1416.74,3629341700,24831173387
2006/7/13,1415.88,1346.09,1418.13,1344.15,4897067300,31700087656
2006/7/14,1333.74,1357.13,1367.74,1327.59,3265910500,21065092098
2006/7/17,1354.14,1372.25,1372.25,1348.43,2420555200,16046823874
2006/7/18,1370.9,1373.42,1373.59,1359.91,2272454400,14797115329
2006/7/19,1370.29,1336.64,1370.29,1330.28,2522764700,15923621350
2006/7/20,1335.41,1345.19,1346.85,1329.18,1845062100,11505538297
2006/7/21,1344.6,1356.03,1357.34,1344.57,2039364800,12442432415
2006/7/24,1340.28,1358.12,1359.56,1327.9,1996619000,12517728783
2006/7/25,1359.32,1374.17,1378.84,1359.32,2202350900,14089738586
2006/7/26,1377.78,1371.3,1380.8,1367.05,1963344200,12059952444
2006/7/27,1370.75,1355.55,1379.25,1347.29,2381875500,14751696304
2006/7/28,1354.92,1341.39,1359.74,1327.66,2155750500,13809393177
2006/7/31,1338.04,1294.33,1338.04,1293.53,2218121100,13115400910
2006/8/1,1292.71,1282.06,1302.89,1278.54,1744388700,10137959452
2006/8/2,1281.89,1275.09,1288.61,1258.01,1781328400,10180840409
2006/8/3,1277.63,1271.74,1281.79,1261.69,1294047300,8115991949
2006/8/4,1272.36,1241.91,1278.25,1239.38,1605362800,9762333439
2006/8/7,1233.49,1224.1,1241.85,1221.99,1511651900,8515702534
2006/8/8,1225.04,1252.39,1252.39,1225.04,1425048100,8387431317
2006/8/9,1254.37,1251.3,1258.21,1245.39,1285947400,7485120544
2006/8/10,1251.16,1271.47,1271.47,1251.08,1769900600,10020038303
2006/8/11,1273.27,1275.65,1277.97,1265.52,1530322700,9033367272
2006/8/14,1275.14,1245.72,1279.31,1241.95,1644446900,9870530858
2006/8/15,1243.16,1265.86,1265.86,1239.9,1431936000,8592504024
2006/8/16,1266.82,1283.57,1283.57,1262.54,2080274300,12267020733
2006/8/17,1280.28,1271.63,1280.28,1263.93,1545790400,8843865980
2006/8/18,1270.22,1267.87,1280.83,1265.82,1396452400,7951341069
2006/8/21,1235.43,1270.56,1270.67,1229.16,1506476600,8661631085
2006/8/22,1270.1,1285.27,1289.02,1269.1,1720094200,11224121514
2006/8/23,1284.82,1285.68,1294.83,1282.84,1909287500,12215591075
2006/8/24,1284.84,1292.4,1292.4,1274.56,1508130600,9416605611
2006/8/25,1293.5,1295.44,1301.75,1292.45,1855793700,11586280956
2006/8/28,1298.46,1325.89,1325.89,1298.36,2618329000,16640986510
2006/8/29,1328.61,1330.15,1349.2,1327,3176637600,20558598283
2006/8/30,1328.37,1334.67,1336.39,1319.82,2113994900,12994582488
2006/8/31,1335.59,1338.69,1342.79,1331.29,2318827400,13932000999
2006/9/1,1339.31,1318.1,1340.13,1314.57,2503368800,14832251927
2006/9/4,1315.71,1337.24,1337.24,1315.61,2109534000,12470373587
2006/9/5,1339.59,1340.68,1345.71,1334.72,2686811000,15959669593
2006/9/6,1341.4,1346.37,1346.37,1331.85,2315311200,13799604057
2006/9/7,1348.17,1328.38,1348.28,1323.98,2188644900,13054999552
2006/9/8,1327.56,1332.15,1334.73,1326.25,1723027300,10157793916
2006/9/11,1331.89,1338.76,1338.76,1319.21,2094726600,12839285596
2006/9/12,1338.82,1347.64,1350.53,1337.3,2730189100,15787258083
2006/9/13,1348.85,1338.39,1356.86,1337.46,3282119100,18701751194
2006/9/14,1338.35,1338.28,1345.59,1323.8,2221728400,13679517835
2006/9/15,1338.41,1362.32,1362.4,1338.14,3605714800,19594629097
2006/9/18,1367.64,1375.56,1375.58,1362.14,3145485100,18187622927
2006/9/19,1377.72,1378.31,1385.62,1371.43,2664830100,15942860310
2006/9/20,1376.12,1378.46,1381.81,1365.72,2344588000,14017239840
2006/9/21,1378.46,1387.37,1390.62,1378.46,2609412100,16026131513
2006/9/22,1389.87,1374.85,1393.53,1373.94,2826504200,18173169466
2006/9/25,1372.81,1372.4,1383.77,1361.61,2458478000,15493803707
2006/9/26,1370.86,1357.65,1371.58,1351.18,1970327800,11953758768
2006/9/27,1357.28,1371.12,1371.12,1355.39,1758032300,10897805770
2006/9/28,1372.13,1387,1389.56,1369.4,2168779200,14070853853
2006/9/29,1389.08,1403.27,1405.56,1389.04,2716674200,17347640073
2006/10/9,1420.36,1436.07,1436.07,1418.21,3919186200,23762250623
2006/10/10,1437.69,1437.24,1443.5,1426.97,3840048600,24024747915
2006/10/11,1436.68,1435.91,1440.21,1421.81,3161798700,18592012045
2006/10/12,1436.2,1426.5,1438.8,1423.63,3795623700,21048271007
2006/10/13,1424.3,1430.88,1436.1,1420.96,2829515600,16770803951
2006/10/16,1432.31,1418.52,1434.53,1415.49,2849218600,17341289788
2006/10/17,1416.95,1414.45,1426.29,1410.67,2422440300,15151115999
2006/10/18,1413.91,1437.59,1437.59,1413.55,2429030800,15015405334
2006/10/19,1438.84,1439.38,1445.62,1433.94,2382026700,14441180899
2006/10/20,1440.67,1440.18,1447.95,1436.65,2656014300,16526648077
2006/10/23,1439.54,1408.71,1444.91,1403.01,2895037700,17710776103
2006/10/24,1408.58,1440.05,1440.05,1408.58,2618997200,16151232545
2006/10/25,1443.11,1446.83,1459.73,1434.81,3220489500,21177150676
2006/10/26,1447.09,1456.1,1457.37,1435.28,3846636200,21300294417
2006/10/27,1455.98,1439.05,1460.45,1433.36,3737930400,21496189402
2006/10/30,1436.66,1446.24,1446.24,1428.33,3532045200,19874454982
2006/10/31,1447.06,1464.47,1464.48,1447.06,3695228300,21463617498
2006/11/1,1465.67,1479.41,1479.41,1461.32,3892692500,23518429064
2006/11/2,1480.55,1479.66,1480.55,1464.6,4237313600,24757963551
2006/11/3,1481.58,1488.29,1497.47,1480.77,3937202700,23319284127
2006/11/6,1477.44,1507.89,1507.97,1472,4203351000,25221678236
2006/11/7,1512.65,1516.1,1516.8,1491.33,4303832800,27894549966
2006/11/8,1512.36,1498.17,1513.04,1497.01,2872240500,19140307948
2006/11/9,1491.8,1524.71,1527.38,1489.2,3403013300,22283038119
2006/11/10,1525.23,1504.06,1535.2,1493.2,5392286700,31931185346
2006/11/13,1498.06,1475.78,1512.95,1465.63,4165330100,25176222093
2006/11/14,1475.44,1493.78,1493.88,1453.26,3630788500,22029308293
2006/11/15,1494.11,1534.76,1534.85,1490.87,4058921600,26135569100
2006/11/16,1540.26,1533.29,1558.41,1531.29,5776094800,34127308461
2006/11/17,1528.01,1562.08,1562.24,1521.55,4444619100,26950444425
2006/11/20,1567.34,1593.16,1593.19,1567.34,5341235900,32990614478
2006/11/21,1591.47,1612.25,1612.46,1568.95,4860184200,32628579472
2006/11/22,1610.05,1624.03,1639.41,1600.38,5706549500,38065264000
2006/11/23,1623.71,1634.91,1642.81,1618.04,5136067900,31474406048
2006/11/24,1629.89,1636.58,1640.75,1611.55,4971209600,32398044934
2006/11/27,1632.66,1651.8,1651.8,1627.92,4726727000,32057818416
2006/11/28,1649.68,1644.01,1656.19,1629.83,4476291600,29502974821
2006/11/29,1617.69,1667.14,1672.91,1604.82,4557841100,30895012009
2006/11/30,1671.66,1714.36,1714.49,1671.66,6021608800,39869047599
