date,open,close,high,low,volume,money
2009/1/19,2010.58,2012.46,2052.19,1993.95,8194817700,69785530299
2009/1/20,2006.53,2025.19,2025.19,1986.06,5325926200,45640127686
2009/1/21,1993.67,2021.71,2047.11,1988.24,6411742800,59914192082
2009/1/22,2034.29,2044.55,2048.48,2012.74,5886194700,53439127032
2009/1/23,2039.52,2032.68,2054.33,2025.19,5750410900,49887828217
2009/2/2,2052.44,2057.06,2059.34,2029.72,5145390600,46126546742
2009/2/3,2056.8,2108.91,2108.94,2049.89,8764030200,75554097848
2009/2/4,2118.56,2166.41,2166.41,2117.02,10088842800,87192159423
2009/2/5,2164.55,2150.97,2211.18,2135.67,11510012200,1.01712E+11
2009/2/6,2158.08,2237.28,2240.02,2158.08,10666490400,95640063068
2009/2/9,2271.59,2296.67,2307.91,2257.49,12952367000,1.19887E+11
2009/2/10,2288.07,2326.76,2327.1,2263.53,11629454800,1.07892E+11
2009/2/11,2287.23,2331.14,2381.19,2275.57,14757663700,1.44588E+11
2009/2/12,2335.4,2318.34,2344.66,2248.48,11982621800,1.1605E+11
2009/2/13,2321.56,2399.07,2402.44,2307.09,14040991000,1.34471E+11
2009/2/16,2421.19,2462.24,2462.39,2397.18,15234666900,1.4738E+11
2009/2/17,2460.57,2385.29,2470.62,2384.79,14101499100,1.37971E+11
2009/2/18,2331.66,2275.84,2369.05,2272.51,11542206200,1.12456E+11
2009/2/19,2295.65,2298.41,2324.68,2259.59,9085392800,88398854014
2009/2/20,2300.81,2344.32,2344.77,2276.3,8663206900,85247213566
2009/2/23,2333.81,2410.48,2419.53,2307.92,10946540300,1.0938E+11
2009/2/24,2376.7,2301.85,2411.91,2294.52,12701755500,1.27131E+11
2009/2/25,2325.04,2304.25,2337.42,2226.44,10787752800,1.08878E+11
2009/2/26,2295.43,2190.18,2332.35,2167.15,10220038500,1.01795E+11
2009/2/27,2164.54,2140.49,2186.82,2117.06,8707641500,80337456328
2009/3/2,2123.37,2164.67,2177.29,2112.34,6274618100,60877953675
2009/3/3,2109.84,2142.15,2168.22,2100.64,6616731400,64109642424
2009/3/4,2150.24,2285.15,2290.94,2150.24,11075003300,1.05872E+11
2009/3/5,2314.08,2304.92,2340.37,2259.8,13198734700,1.28867E+11
2009/3/6,2260.76,2286.58,2313.2,2255.82,8596545000,85495320495
2009/3/9,2302.01,2202.53,2333.98,2198.55,8655594800,83758904259
2009/3/10,2175.31,2240.78,2241.24,2168.32,5666044900,55058099404
2009/3/11,2288.05,2220.38,2292.4,2212.88,7083867600,70589122656
2009/3/12,2208.04,2215.7,2220.3,2156.6,5570011100,53843902595
2009/3/13,2229.25,2205.42,2250.24,2200.97,5408309400,54636247867
2009/3/16,2197.25,2241.61,2247.11,2180.05,4877385400,48128301349
2009/3/17,2244.11,2322.4,2329.3,2239.67,9298052800,94028682141
2009/3/18,2335.42,2332.65,2370.56,2328.86,10187007100,1.0362E+11
2009/3/19,2337.52,2382.56,2386.23,2331.26,9731876600,1.01348E+11
2009/3/20,2389.89,2379.84,2397.21,2343.27,10939673800,1.14787E+11
2009/3/23,2384.67,2439.39,2448.35,2375.52,11631304900,1.27794E+11
2009/3/24,2477.57,2451.78,2483.83,2440.53,11199352500,1.21593E+11
2009/3/25,2435.63,2401.33,2472.94,2401.05,9581666000,1.05406E+11
2009/3/26,2407.76,2479.79,2479.83,2379.95,11324945200,1.18049E+11
2009/3/27,2501,2498.93,2516.38,2481.69,13536854600,1.3414E+11
2009/3/30,2501.31,2484.49,2508.14,2471.37,9415166500,1.00003E+11
2009/3/31,2436.78,2507.79,2507.9,2423.57,9546175200,1.06631E+11
2009/4/1,2519.89,2548.22,2566.54,2519.89,12630762500,1.37118E+11
2009/4/2,2558.77,2576.4,2599.25,2558.26,13514680600,1.43709E+11
2009/4/3,2597.92,2570.5,2612.37,2555.61,12365521600,1.31076E+11
2009/4/7,2570.63,2576.95,2597.06,2543.65,8608325700,93919114170
2009/4/8,2563.72,2479.35,2573.09,2479.35,9932809400,1.07144E+11
2009/4/9,2477.42,2517.67,2517.74,2457.42,7459370300,82860990025
2009/4/10,2540.11,2595.53,2595.6,2530.62,10414440800,1.2186E+11
2009/4/13,2621.98,2656.52,2668.28,2619.37,13901454100,1.56802E+11
2009/4/14,2651.2,2676.87,2682.91,2637.38,11049130400,1.2684E+11
2009/4/15,2662.73,2686.99,2690.64,2627.81,12066529200,1.33586E+11
2009/4/16,2690.51,2687.11,2706.63,2643.32,12372961300,1.3161E+11
2009/4/17,2675.67,2650.69,2693.29,2628.63,10152880800,1.16185E+11
2009/4/20,2643.73,2707.67,2708.45,2640.99,9590369400,1.05081E+11
2009/4/21,2670.28,2675.44,2697.72,2634.53,10818525200,1.18474E+11
2009/4/22,2687.86,2576.28,2713.3,2563.36,12404641300,1.31945E+11
2009/4/23,2555.53,2593.56,2604.16,2543.91,8088794200,84795657156
2009/4/24,2605.7,2572.89,2609.87,2570.38,7336096900,81956596002
2009/4/27,2566.92,2513.29,2576.52,2499.44,7203939000,75040611359
2009/4/28,2490.53,2518.53,2531.54,2485.8,5926498300,66247490056
2009/4/29,2518.85,2605.37,2615.81,2514.14,8188500600,91496802664
2009/4/30,2616.49,2622.93,2640.02,2604.45,8580934800,96903683541
2009/5/4,2635.13,2714.3,2715.19,2632.3,10291656500,1.13351E+11
2009/5/5,2733.11,2727.01,2751.25,2713.23,10231372200,1.12642E+11
2009/5/6,2721.82,2764.98,2771.21,2713.54,10580665000,1.18232E+11
2009/5/7,2783.58,2767.08,2797.47,2731.8,12210116100,1.36966E+11
2009/5/8,2751.5,2789.22,2800.22,2733.33,10672498800,1.20873E+11
2009/5/11,2808.14,2725.32,2839.61,2725.27,12536445200,1.40456E+11
2009/5/12,2702.74,2788.56,2788.61,2699.95,8869594200,93421458334
2009/5/13,2792.42,2814.01,2822.71,2775.57,10711285600,1.23638E+11
2009/5/14,2781.05,2792.6,2804.48,2757.55,8263932900,96156100934
2009/5/15,2800.57,2796.12,2815.46,2773.32,6493143100,74973035097
2009/5/18,2782.59,2810.57,2813.76,2740.92,7483578600,88479091592
2009/5/19,2836.34,2840.08,2849.63,2821.95,9770361700,1.16543E+11
2009/5/20,2843.55,2812.86,2849.64,2812.6,8793921500,1.05146E+11
2009/5/21,2795.83,2750.01,2808.29,2735.77,8553539400,1.02876E+11
2009/5/22,2733.02,2740.68,2762.74,2719.12,6149901200,74407198653
2009/5/25,2684.21,2752.72,2761.39,2675.28,7409167100,91048816066
2009/5/26,2757.31,2719.76,2762.81,2718.55,7231601200,88894895681
2009/5/27,2734.42,2759.71,2768.57,2715.82,6797664500,78602246106
2009/6/1,2798.93,2858.34,2864.47,2798.93,10856488300,1.32968E+11
2009/6/2,2878.53,2865.1,2892.78,2855.06,10833839700,1.30132E+11
2009/6/3,2865.73,2939.39,2939.39,2864.71,11207331000,1.31607E+11
2009/6/4,2924.27,2953.75,2961.04,2899.67,13012771000,1.53771E+11
2009/6/5,2966.07,2939.31,2975.18,2937.18,10847632400,1.31348E+11
2009/6/8,2937.64,2948.48,2978.23,2912.49,9611636600,1.14539E+11
2009/6/9,2948.95,2960.56,2960.9,2892.72,9198988600,1.08747E+11
2009/6/10,2972.42,2989.59,2995.7,2966.59,10179003900,1.16455E+11
2009/6/11,2982.97,2961.63,3000.86,2951.27,8711599700,1.0189E+11
2009/6/12,2955.57,2906.29,2976.86,2883.32,8006706700,92135559576
2009/6/15,2911.42,2966.19,2967.1,2898.07,7435209000,92689634822
2009/6/16,2936.51,2961.22,2979.41,2929.04,7017924200,89928387200
2009/6/17,2957.58,3010.59,3017.41,2930.49,7729311800,99945527361
2009/6/18,3014.44,3057.43,3061.75,3014.44,9628131600,1.22777E+11
2009/6/19,3061.9,3080,3086.72,3047.27,10251806900,1.19434E+11
2009/6/22,3106.39,3082.56,3116.16,3072.53,10395258300,1.22685E+11
2009/6/23,3036.4,3083.89,3128.53,3028.45,11150673400,1.27095E+11
2009/6/24,3079.49,3120.73,3121.21,3068.24,10942431300,1.32431E+11
2009/6/25,3125.66,3117.92,3141.17,3103.87,8280688700,1.07707E+11
2009/6/26,3126.23,3128.42,3137.08,3109.32,7050090800,88663497082
2009/6/29,3132.11,3179.97,3182.41,3122.16,8499707500,1.07539E+11
2009/6/30,3191.64,3166.47,3195.72,3159.63,8678234700,1.18926E+11
2009/7/1,3153.54,3237.9,3238.79,3150.65,9695056500,1.29831E+11
2009/7/2,3248.2,3282.36,3285.09,3247.57,11298929400,1.52595E+11
2009/7/3,3254.93,3327.14,3327.67,3249.11,10573259200,1.42531E+11
2009/7/6,3333.1,3374.75,3378.05,3333.1,13526404900,1.75857E+11
2009/7/7,3368.33,3340.49,3393.22,3327.35,12960079900,1.60451E+11
2009/7/8,3306.43,3352.27,3368.07,3261.32,11386759200,1.47303E+11
2009/7/9,3348.22,3396.3,3396.48,3334.68,11308152300,1.4825E+11
2009/7/10,3398.91,3398.31,3428.03,3375.97,10617491200,1.40746E+11
2009/7/13,3382.57,3361.01,3403.74,3358.52,9961965100,1.32301E+11
2009/7/14,3375.87,3454.75,3454.75,3375.87,10752042500,1.43258E+11
2009/7/15,3467.13,3493.3,3497.51,3467.13,13348300200,1.76773E+11
2009/7/16,3516.78,3501.24,3543.02,3489.56,12931332900,1.78974E+11
2009/7/17,3499.51,3519.81,3527.47,3482.87,10654970400,1.4614E+11
2009/7/20,3532.52,3591.12,3594.87,3515.53,13646853900,1.8969E+11
2009/7/21,3603.4,3539.83,3610.33,3533.16,13060096100,1.84935E+11
2009/7/22,3532.63,3606.92,3607.37,3532.38,11523854600,1.68878E+11
2009/7/23,3613.6,3651.97,3653.84,3596.36,11638160900,1.6098E+11
2009/7/24,3672.21,3667.56,3687.49,3591.88,12797935200,1.82205E+11
2009/7/27,3680.15,3743.63,3744.24,3669.51,13880804000,2.00824E+11
2009/7/28,3745.55,3755.82,3756.78,3705.05,14626788500,2.10479E+11
2009/7/29,3741.78,3558.51,3765.59,3453.64,16740612600,2.2656E+11
2009/7/30,3587.05,3634.82,3656.92,3511.29,13496887900,1.85494E+11
2009/7/31,3670.19,3734.62,3735.8,3635.55,13223983400,1.84432E+11
2009/8/3,3754.22,3787.03,3789.93,3716.57,13641589900,1.98441E+11
2009/8/4,3803.06,3786.61,3803.06,3712.43,14103573900,2.05134E+11
2009/8/5,3781.4,3740.94,3789.13,3691.98,13344445300,1.94012E+11
2009/8/6,3707.91,3663.12,3739.58,3602.57,11810152500,1.78406E+11
2009/8/7,3655.46,3555.09,3686.54,3539.7,10057575100,1.48656E+11
2009/8/10,3589.72,3544.54,3613.46,3485.36,8487068100,1.26565E+11
2009/8/11,3558.64,3556.38,3569.15,3509.72,6449719700,95318920590
2009/8/12,3546.5,3397.4,3546.5,3390.36,9253538600,1.31868E+11
2009/8/13,3398.89,3440.82,3448.86,3338.85,8708180000,1.23584E+11
2009/8/14,3437.95,3344.46,3454.95,3334.73,8824862700,1.26573E+11
2009/8/17,3283.44,3140.27,3319.8,3137.48,9172390200,1.21243E+11
2009/8/18,3110.71,3171.99,3186.82,3083.2,7734303500,1.00691E+11
2009/8/19,3178.28,3014.57,3183.01,2982.22,8160402000,1.04779E+11
2009/8/20,3021.25,3144.39,3146.57,3021.25,7951921600,1.07656E+11
2009/8/21,3135.37,3203.62,3221.17,3113.7,8661680500,1.13911E+11
2009/8/24,3222.4,3229.6,3241.52,3178.86,8041406800,1.10908E+11
2009/8/25,3210.85,3109.83,3210.85,3019.12,9753013900,1.28446E+11
2009/8/26,3082.68,3172.39,3203.79,3065.46,8203640400,1.09792E+11
2009/8/27,3149.57,3156.3,3212.27,3116.89,8012520100,1.03605E+11
2009/8/28,3152.04,3046.78,3168.19,3030.73,8401794600,1.08787E+11
2009/8/31,3003.54,2830.27,3003.54,2825.77,8451731100,1.05568E+11
2009/9/1,2804.58,2843.7,2901.28,2795.49,7053530600,87743214169
2009/9/2,2824.64,2890.93,2904.79,2813.62,6084338600,76293192942
2009/9/3,2898.45,3051.96,3059.99,2892.65,9315744700,1.18821E+11
2009/9/4,3055.35,3077.14,3099.39,3038.99,8698471500,1.16182E+11
2009/9/7,3097.79,3104.21,3153.23,3078.13,8279074000,1.13813E+11
2009/9/8,3084.2,3170.97,3170.97,3047.3,8396563400,1.17969E+11
2009/9/9,3188.31,3194.91,3207.39,3143.74,9119115500,1.31814E+11
2009/9/10,3179.19,3162.91,3204.12,3150.17,6656600700,91467422572
2009/9/11,3152.82,3238.13,3253.45,3152.69,8068966000,1.08989E+11
2009/9/14,3248.35,3293.39,3298.91,3240.53,8739388300,1.17065E+11
2009/9/15,3298.81,3302.64,3325.74,3264.95,8709217700,1.16411E+11
2009/9/16,3290.39,3258.24,3296.94,3212.45,8824448100,1.23641E+11
2009/9/17,3274.58,3320.1,3329.12,3274.58,9133340400,1.25326E+11
2009/9/18,3325.06,3199.69,3330.43,3170.96,10048840400,1.31632E+11
2009/9/21,3163.51,3208.6,3210.64,3090.61,7280197400,99685177047
2009/9/22,3196.01,3131.03,3237.22,3131.02,7342510100,1.01634E+11
2009/9/23,3130.14,3060.07,3159.17,3041.41,6601371600,89049563859
2009/9/24,3041.82,3080.93,3122.05,2989.24,6515210200,86891307312
2009/9/25,3057.11,3058.53,3090.07,3028.41,4582049200,60733021040
2009/9/28,3066.37,2972.64,3088.08,2959.74,4191835200,54593201741
2009/9/29,2975.53,2972.29,2998.55,2923.93,4593235200,56674417416
2009/9/30,2992.98,3004.8,3033.74,2988.29,4218452400,54803607410
2009/10/9,3078.75,3163.71,3164.03,3071.27,5687104000,76061663011
2009/10/12,3181.58,3151.63,3193.59,3151.26,5896196000,81562328647
2009/10/13,3144.02,3198.52,3199.92,3140.5,5071370400,68577125621
2009/10/14,3209.07,3227.4,3276.55,3204.31,8097812000,1.11183E+11
2009/10/15,3258.55,3239.64,3287.63,3227.09,6056201000,85391959068
2009/10/16,3250.1,3241.71,3268.43,3188.43,5563625500,78892050311
2009/10/19,3238.85,3329.16,3330.79,3231.81,7768314300,1.13841E+11
2009/10/20,3355.36,3377.57,3379.63,3343.02,8942627800,1.28508E+11
2009/10/21,3375.03,3369.28,3414.66,3358.55,8348894000,1.17445E+11
2009/10/22,3364.14,3347.32,3381.14,3341.41,6093658300,87978516122
2009/10/23,3354.98,3413.25,3436.39,3354.98,8672542900,1.20909E+11
2009/10/26,3421.7,3414.24,3432.89,3385.44,6844252400,97800974844
2009/10/27,3384.29,3314.72,3392.1,3314.32,7420955100,1.05229E+11
2009/10/28,3303.77,3329.33,3337.17,3258.27,6259484900,86228533019
2009/10/29,3265.19,3247.05,3291.18,3239.01,6130535400,84414939041
2009/10/30,3305.38,3280.37,3329.54,3276.32,6064706200,84226415461
2009/11/2,3205.84,3392.8,3394.72,3198.31,8198115800,1.10679E+11
2009/11/3,3402.53,3435.43,3447.48,3397.26,8379109800,1.15935E+11
2009/11/4,3443.52,3453.89,3476.34,3415.22,8606527300,1.17781E+11
2009/11/5,3458.86,3464.32,3471.83,3432.26,8064778400,1.03539E+11
2009/11/6,3491.07,3483.02,3506.03,3474.36,9219031500,1.24138E+11
2009/11/9,3487.11,3495.79,3495.89,3452.61,7805090400,1.08916E+11
2009/11/10,3520.39,3503.78,3532.19,3501.5,8430098700,1.16074E+11
2009/11/11,3500.59,3495.67,3514.83,3468.86,7262632100,1.00494E+11
2009/11/12,3506.95,3499.99,3529.06,3487.68,7996266100,1.06569E+11
2009/11/13,3489.54,3518.72,3518.89,3445.36,9121017100,1.22357E+11
2009/11/16,3541.05,3625.8,3625.89,3541.05,12315732300,1.70545E+11
2009/11/17,3644.96,3628.35,3649.42,3619.99,9739136800,1.35059E+11
2009/11/18,3633.85,3630.23,3652.81,3612.79,8922628300,1.19035E+11
2009/11/19,3638.07,3642.44,3653.9,3604.61,9494009500,1.25514E+11
2009/11/20,3630.58,3631.01,3658.21,3597.31,9475075100,1.27585E+11
2009/11/23,3636.53,3665.51,3666.27,3628.2,9399094100,1.3575E+11
2009/11/24,3680.75,3548.08,3698.13,3538.86,14756682200,2.03722E+11
2009/11/25,3541.51,3629.63,3630.3,3508.06,11460232900,1.57031E+11
2009/11/26,3635.79,3485.77,3646.61,3472.95,12788237900,1.80809E+11
2009/11/27,3440.34,3382.51,3480.93,3367.29,8929468800,1.25776E+11
2009/11/30,3415.08,3511.67,3511.76,3415.08,8441534100,1.17377E+11
2009/12/1,3507.56,3560.83,3566.78,3485.52,10151863900,1.38003E+11
2009/12/2,3578.87,3597.33,3607.56,3570.29,9805203300,1.38929E+11
2009/12/3,3596.95,3590.88,3603.12,3551.48,8997857200,1.28563E+11
2009/12/4,3581.63,3643.49,3646.26,3530.06,13413090100,1.88844E+11
2009/12/7,3644.63,3668.83,3672.8,3633.45,9122554600,1.31992E+11
2009/12/8,3670.81,3624.02,3671.04,3590.94,8294086400,1.18751E+11
2009/12/9,3579.28,3554.48,3603.7,3543.42,6852150700,97091971849
2009/12/10,3579.83,3577.24,3601.29,3544.9,5756373800,81151398823
2009/12/11,3589.41,3575.02,3614.95,3568.51,5455091200,74282930261
2009/12/14,3572.53,3612.75,3623.27,3495.64,8378502100,1.13442E+11
2009/12/15,3594.51,3583.34,3620.32,3578.28,6918649300,98783625773
2009/12/16,3568.28,3560.72,3610.68,3550.67,5696391200,81340897367
2009/12/17,3571.05,3480.15,3582.44,3475.84,6328620100,86756667103
2009/12/18,3450.05,3391.74,3453.35,3385.68,6611101500,89137672408
2009/12/21,3386.33,3396.62,3404.64,3354.65,4832980500,69055779059
2009/12/22,3402.23,3305.54,3404.75,3296.76,5394268500,75498512042
2009/12/23,3303.73,3336.48,3342.99,3296.29,4806450400,67948267136
2009/12/24,3346.76,3438.82,3445.7,3339.3,6437782300,94811625085
2009/12/25,3434.33,3424.78,3441.96,3410.67,4691457600,68701833803
2009/12/28,3432.82,3478.43,3489.57,3432.82,5537539000,78965998321
2009/12/29,3481.9,3500.74,3501.25,3451.18,5553576500,78053673797
2009/12/30,3503.82,3558.86,3561.44,3498.38,8842937000,1.24685E+11
2009/12/31,3561.37,3575.68,3579.52,3542.38,6924189000,98004030329
2010/1/4,3592.47,3535.23,3597.75,3535.23,6610108000,93419838921
2010/1/5,3545.19,3564.04,3577.53,3497.66,8580964100,1.28302E+11
2010/1/6,3558.7,3541.73,3588.83,3541.17,7847312500,1.21046E+11
2010/1/7,3543.16,3471.46,3558.56,3452.77,8035003700,1.20436E+11
2010/1/8,3456.91,3480.13,3482.08,3426.7,6079025300,90190959969
2010/1/11,3593.11,3482.05,3594.53,3465.32,8998017200,1.34114E+11
2010/1/12,3477.84,3534.92,3535.41,3437.66,9374327800,1.34071E+11
2010/1/13,3448.29,3421.14,3490.11,3415.69,11245790100,1.5986E+11
2010/1/14,3433.47,3469.05,3470.32,3411.81,8335325200,1.18108E+11
2010/1/15,3472.52,3482.74,3500.07,3448.66,7254310200,1.04035E+11
2010/1/18,3471.78,3500.68,3501.26,3458.04,8285430700,1.17884E+11
2010/1/19,3506.81,3507.48,3528.39,3497.09,7488323200,1.08024E+11
2010/1/20,3512.25,3394.43,3515.45,3387.82,9249514600,1.28416E+11
2010/1/21,3397.04,3408.57,3425.18,3364.72,7059506800,1.00077E+11
2010/1/22,3364.45,3366.2,3390.8,3293.19,8893340400,1.19198E+11
2010/1/25,3340.01,3328.01,3372.43,3326.27,5684917100,76626626843
2010/1/26,3328.11,3242.8,3341.2,3222.14,6175223100,81586059213
2010/1/27,3243.04,3198.57,3255.12,3183.36,5269139400,70540273182
2010/1/28,3195.29,3206.57,3220.31,3168.46,4699071600,64082115658
2010/1/29,3190.32,3204.16,3249.45,3176.92,5026261300,68018118702
2010/2/1,3198.23,3152.71,3198.31,3116.44,5700138000,75982150475
2010/2/2,3170.78,3146.19,3211.94,3143.09,5013003300,68318412373
2010/2/3,3160.71,3230.72,3231.1,3094.57,6479889400,87536249983
2010/2/4,3206.43,3218.8,3242.52,3190.44,5897272600,75466552963
2010/2/5,3147.72,3153.09,3177.42,3129.92,5910584500,73693132366
2010/2/8,3152.25,3150.99,3172.31,3133.81,3735595100,47902429250
2010/2/9,3147.76,3169.19,3178.95,3144.48,3595315800,45222660374
2010/2/10,3195.14,3214.13,3214.46,3182.83,3421989400,48152144637
2010/2/11,3216.69,3220.4,3238.35,3207.16,3579105200,46999712971
2010/2/12,3232.88,3251.28,3253.2,3228.74,3405823800,46703220577
2010/2/22,3248.95,3233.34,3261.95,3232.78,3828377200,49981333658
2010/2/23,3225.39,3198.63,3225.39,3152.93,4274289800,62386076936
2010/2/24,3177.08,3244.48,3244.82,3165.13,4998943700,64414097361
2010/2/25,3252.15,3292.13,3294.14,3249.33,6758661700,89485801632
2010/2/26,3286.09,3281.67,3301.15,3273.69,5210728800,70171666128
2010/3/1,3290.01,3324.42,3330.38,3287.56,6050452000,81205689009
2010/3/2,3327.1,3311.24,3339.89,3299.68,5703437400,76233992315
2010/3/3,3313.02,3335.08,3335.65,3293.92,6062273200,78442132954
2010/3/4,3338.67,3250.57,3345.91,3244.98,6934681000,89462913752
2010/3/5,3253.16,3259.76,3276.4,3239.68,4562913800,59621178434
2010/3/8,3268.4,3286.18,3293.93,3258.03,4154087600,54686555117
2010/3/9,3285.62,3305.86,3322.51,3255.98,5419948600,71971297725
2010/3/10,3304.04,3279.69,3321.08,3267.76,4642107900,61760429281
2010/3/11,3282.2,3276.7,3303.49,3251.7,4748775400,63732658851
2010/3/12,3277.31,3233.13,3284.26,3232.12,3995734400,52611210820
2010/3/15,3231.22,3183.18,3234.82,3171.8,3784430400,49219898122
2010/3/16,3183.78,3203.97,3204.29,3169.1,3084778000,41510426396
2010/3/17,3214.22,3273.92,3274,3207.27,4580093400,62587395428
2010/3/18,3277.88,3267.55,3295.37,3256.59,4694801300,62509130228
2010/3/19,3270.98,3293.87,3296.41,3251.14,4606218700,62114230718
2010/3/22,3297.82,3302.63,3313.92,3288.51,4943946200,65652976792
2010/3/23,3305.55,3275.57,3309.12,3272.92,4653953600,62145531443
2010/3/24,3282.05,3276.67,3298.54,3271.03,4454796600,58330301241
2010/3/25,3270.39,3229.13,3270.39,3222.82,4498428500,58604759567
2010/3/26,3226.8,3275,3285.39,3220.59,4744496500,61592843185
2010/3/29,3295.76,3358.54,3363.61,3293.67,8472491000,1.10327E+11
2010/3/30,3361.35,3366.71,3372.26,3350.31,5643698000,78682669413
2010/3/31,3369.19,3345.61,3369.9,3338.74,5312428700,72120886278
2010/4/1,3349.88,3391.93,3392.48,3349.88,6777266900,92360495841
2010/4/2,3400.14,3407.35,3412.2,3391.81,6907345200,99040760060
2010/4/6,3422.85,3405.14,3436.29,3386.89,6519171000,93985883918
2010/4/7,3403.09,3386.95,3404.58,3369.02,5401122800,76733159936
2010/4/8,3381.31,3346.74,3381.31,3336.16,6218532200,89317468603
2010/4/9,3348.77,3379.17,3379.4,3342.47,5128056700,75590356319
2010/4/12,3388.36,3351.48,3393.56,3330.3,7456515000,1.05997E+11
2010/4/13,3350.73,3391.72,3401.71,3324.05,7990769500,1.1644E+11
2010/4/14,3394.64,3403.71,3404.52,3377.44,6030613100,90787568716
2010/4/15,3407.03,3394.57,3412.94,3365.88,6105168500,88700235636
2010/4/16,3388.29,3356.33,3388.29,3348.78,4714036800,67235596653
2010/4/19,3313.5,3176.42,3313.5,3175.44,8841630000,1.18856E+11
2010/4/20,3176.41,3173.37,3196.65,3130.96,6413785900,88005965691
2010/4/21,3178.88,3236.68,3237.54,3164.76,6692833100,93373377791
2010/4/22,3222.68,3201.54,3231.99,3177.73,7108168800,98970386343
2010/4/23,3198.78,3190,3224.74,3172.58,6125267900,92115669956
2010/4/26,3195.46,3172,3207.72,3168.37,5089419900,74959121055
2010/4/27,3163.1,3108.41,3163.1,3060.85,6529657400,88058360562
2010/4/28,3080.32,3097.35,3122.11,3062.09,4599540600,65484924588
2010/4/29,3114.94,3060.06,3130.7,3059.8,4826097100,69250868103
2010/4/30,3060.12,3067.36,3068.13,3014.07,5447788100,73190884013
2010/5/4,3005.49,3019.45,3056.08,2994.92,4124861000,54558607131
2010/5/5,2981.78,3036.39,3036.86,2943.36,5967044100,80835340414
2010/5/6,3014.91,2896.86,3014.91,2895.39,5877041300,81502262034
2010/5/7,2835.88,2836.79,2892.53,2817.15,6111939900,79147499714
2010/5/10,2842.37,2858.23,2872.31,2798.52,5020917300,64909188147
2010/5/11,2916.34,2800.82,2922.13,2790.7,5836349000,73894666754
2010/5/12,2781.71,2818.16,2832.15,2756.42,5300227100,64693988243
2010/5/13,2818.58,2886.91,2886.97,2811.66,5514577800,67486536614
2010/5/14,2865.58,2868.02,2888.09,2849.24,4249871900,55175291043
2010/5/17,2828.88,2714.72,2828.88,2712.44,5216684700,62395513473
2010/5/18,2711.41,2771.35,2781.84,2686.97,5450967100,62746245805
2010/5/19,2748.95,2762.17,2803.7,2723.3,4557622100,54656401336
2010/5/20,2739.22,2726.02,2793.88,2721.07,4217480300,52677914862
2010/5/21,2656.42,2768.79,2769.09,2647.6,5447538300,63501808937
2010/5/24,2787.75,2873.47,2886.37,2787.75,7450233800,89961882752
2010/5/25,2851.26,2813.94,2855.33,2798.02,5516832700,67954988050
2010/5/26,2814.44,2813.94,2839.03,2797.63,3985856400,48495603059
2010/5/27,2808.05,2859.98,2866.86,2771.59,5344520900,65266773667
2010/5/28,2885.86,2850.3,2893.69,2835.07,5153498900,64342505421
2010/5/31,2835.33,2773.26,2857.42,2772.79,4621685400,56695803642
2010/6/1,2755.28,2744.16,2782.29,2710.59,4485142600,53230913831
2010/6/2,2729.33,2757.53,2757.91,2700.07,3958702000,46364229493
2010/6/3,2769.1,2736.08,2787.51,2735.7,3958725800,47143262922
2010/6/4,2721.36,2744.39,2748.48,2713.09,3274629100,39858363381
2010/6/7,2692.83,2695.72,2716.4,2673.34,3954199300,47062703369
2010/6/8,2694.11,2699.34,2720.59,2672.06,3514018200,42677104255
2010/6/9,2711.64,2782.13,2787.82,2687.33,6020953300,70710080539
2010/6/10,2755.94,2750.02,2776.26,2746.11,4290633400,50312244286
2010/6/11,2766.2,2758.87,2782.09,2755.95,4055858500,48871478557
2010/6/17,2778.53,2742.73,2784.92,2742.64,3261235600,40293233998
2010/6/18,2739.03,2696.17,2755.84,2686.61,4180834400,50256350918
2010/6/21,2698.98,2780.66,2784.47,2686.32,5526148200,62809190519
2010/6/22,2772.89,2783.72,2795.32,2766.44,3909605200,45207207792
2010/6/23,2768.7,2758.49,2788.22,2734.05,3560035000,41600240721
2010/6/24,2753.71,2757.5,2783.51,2739.81,2922068200,33772857040
2010/6/25,2744.12,2736.29,2759.45,2715.66,3067178200,34649179151
2010/6/28,2734.51,2716.78,2751.45,2710.09,2771004400,31198277084
2010/6/29,2717.47,2592.02,2724.23,2591.69,4875855200,50635969685
2010/6/30,2572.91,2563.07,2575.82,2546.84,3569879400,35809892277
2010/7/1,2557.92,2526.07,2574.1,2524.57,3285764600,32478457404
2010/7/2,2523.03,2534.11,2542.12,2462.2,4491410000,43367318435
2010/7/5,2507.35,2512.65,2529.43,2476.49,3217857400,30922298985
2010/7/6,2504.87,2562.9,2563.41,2502.93,3971476200,38976836519
2010/7/7,2561.11,2580.48,2580.61,2548.56,3572090900,37059898462
2010/7/8,2591.51,2575.92,2602.23,2564.64,3405696600,35348760455
2010/7/9,2578.55,2647.1,2662.16,2557.26,5849304500,61470066938
2010/7/12,2647.42,2676.22,2689.81,2636.65,5846249100,63462262470
2010/7/13,2649.66,2634.59,2649.66,2618.34,4322850600,45125109071
2010/7/14,2640.93,2653.61,2684.62,2640.54,4668886000,49497106670
2010/7/15,2650.33,2608.52,2680.44,2607.79,4044045900,41444710868
2010/7/16,2597,2616.13,2621.33,2573.79,3506330200,35422326209
