date,open,close,high,low,volume
2009/1/9,2116.09,2153.13,2161.52,2116.09,1043524600
2009/1/12,2144.15,2147.23,2181.82,2133.4,1014161200
2009/1/13,2104.84,2105.18,2134.22,2094.28,980578300
2009/1/14,2105.76,2226.05,2226.81,2105.76,1551826500
2009/1/15,2194.07,2217.07,2247.54,2184.74,1905905300
2009/1/16,2232.42,2275.33,2342.26,2232.42,2823867000
2009/1/19,2310.5,2325.44,2399.04,2307.26,2444601400
2009/1/20,2313.92,2348.38,2349.28,2296.93,1222209200
2009/1/21,2303.24,2358.97,2403.37,2298.58,1685164600
2009/1/22,2377.84,2363.32,2394.77,2327.94,1175916300
2009/1/23,2353.54,2346.32,2375.03,2332.69,1018762800
2009/2/2,2367.35,2346.49,2373.82,2326.7,786617000
2009/2/3,2347.03,2405.25,2410.76,2341.76,1503600800
2009/2/4,2417.95,2501.48,2504.22,2415.8,2168440600
2009/2/5,2495.44,2488.8,2571.39,2471.31,2249041000
2009/2/6,2498.69,2581.65,2583.57,2498.69,2036156800
2009/2/9,2622.66,2607.02,2649.67,2578.69,2329345100
2009/2/10,2594.97,2601.92,2621.15,2539.8,2129098500
2009/2/11,2549.22,2614.01,2677.61,2525.08,3078918900
2009/2/12,2613.14,2562.12,2615.95,2506.31,2141544500
2009/2/13,2562.79,2645.28,2650.92,2541.74,2647528700
2009/2/16,2669.18,2747.89,2749.14,2669.18,3218783100
2009/2/17,2742.82,2657.82,2762.19,2655.13,2728763000
2009/2/18,2595.3,2529.53,2627.79,2520.4,2212621400
2009/2/19,2550.14,2514.72,2567.26,2475.69,1767415100
2009/2/20,2505.48,2536.98,2538.62,2469.39,1546031600
2009/2/23,2514.3,2612.46,2628.12,2474.87,2357728500
2009/2/24,2558.97,2453.93,2585.34,2444.93,2602979000
2009/2/25,2486.8,2513.16,2554.29,2385.25,2673141800
2009/2/26,2486.42,2420.41,2557.75,2403.62,2551793600
2009/2/27,2406.55,2427.71,2470.94,2397.71,2036377600
2009/3/2,2428.64,2427.66,2455.62,2350.59,1496800000
2009/3/3,2357.09,2374.16,2412.91,2346.89,1333369000
2009/3/4,2384.25,2562.14,2571.63,2384.25,3175981300
2009/3/5,2596.46,2617.57,2665.98,2554.96,4296050700
2009/3/6,2555.76,2599.3,2643.31,2554.39,2407090800
2009/3/9,2623.49,2507.36,2681.77,2506.39,2780463800
2009/3/10,2475.92,2546.69,2548.68,2445.55,1486438600
2009/3/11,2614.06,2519.63,2617.93,2513.23,1758293800
2009/3/12,2502.1,2515.93,2520.11,2443.39,1428572000
2009/3/13,2531.39,2512.48,2567.51,2506.38,1499201600
2009/3/16,2499.5,2576.29,2591.35,2470.84,1378098800
2009/3/17,2574.28,2657.77,2669.26,2567.52,2431158800
2009/3/18,2675.47,2641.44,2688.46,2638.65,2137150400
2009/3/19,2648.48,2683.7,2688.24,2629.43,1911095500
2009/3/20,2681.43,2641.34,2687.32,2609.88,1847797500
2009/3/23,2640.22,2717.99,2726.22,2631.91,2002089700
2009/3/24,2785.79,2736.69,2796.68,2727.05,2466993000
2009/3/25,2715.09,2706.7,2781.65,2704.94,1863332000
2009/3/26,2723.15,2814.66,2815.61,2708.75,2915519800
2009/3/27,2837.39,2821.07,2859.18,2801.81,2740522500
2009/3/30,2824.74,2807.68,2839.88,2789.33,1790561800
2009/3/31,2757.39,2849.9,2868.69,2737.79,2265111600
2009/4/1,2863.46,2865.09,2898.27,2841.84,2426091500
2009/4/2,2880.42,2915.79,2958.11,2879.1,2903792500
2009/4/3,2953.06,2971.16,3026.55,2936.21,3452960900
2009/4/7,2973.33,2955.91,3007.26,2917.43,2075683600
2009/4/8,2937.51,2820.47,2956.27,2817.36,2278372300
2009/4/9,2824.96,2883.19,2884.74,2805.69,1710239700
2009/4/10,2921.21,2958.71,2960.67,2906.38,2191233600
2009/4/13,2992.18,2994.54,3021.36,2973.3,2618911400
2009/4/14,2986.09,3018.72,3030.47,2975.36,2018726600
2009/4/15,3008.16,2998.84,3012.56,2938.7,1846205300
2009/4/16,3001.24,3001.28,3034.64,2939.72,1994604600
2009/4/17,2984.62,2976.7,3027.4,2957.07,1661576600
2009/4/20,2970.64,3028.05,3031.4,2963.67,1714173900
2009/4/21,2976.03,2968.44,3005.62,2931.24,1795844800
2009/4/22,2986.24,2878.17,3026.6,2864.42,2509908500
2009/4/23,2852.73,2877.49,2884.48,2839.53,1546572700
2009/4/24,2893.39,2841.14,2898.67,2837.82,1191831700
2009/4/27,2836.37,2780.8,2846.79,2761.24,1334416500
2009/4/28,2755.29,2787.72,2806.53,2755.11,1116378600
2009/4/29,2790.58,2937.45,2955.71,2785.69,2069758100
2009/4/30,2936.4,2930.01,2948.68,2900.02,1994322700
2009/5/4,2939.51,3018.73,3028.46,2926.55,2127144800
2009/5/5,3041.83,3029.99,3075.95,3017.92,1795756300
2009/5/6,3032.81,3062.88,3086.69,3018.73,2270129100
2009/5/7,3080.11,3102.86,3147,3072.6,2720105100
2009/5/8,3091.7,3177.73,3186.58,3076.96,2642771800
2009/5/11,3212.94,3144.29,3322.11,3143.05,3397389600
2009/5/12,3117.72,3210.69,3212.59,3114.19,2084500100
2009/5/13,3210.9,3225.63,3237.11,3173.9,2401627200
2009/5/14,3177.12,3167.26,3188.88,3130.53,1909853500
2009/5/15,3180.74,3171.41,3200.8,3151.59,1256148900
2009/5/18,3150.6,3164.18,3167.26,3104.85,1287833400
2009/5/19,3203.42,3211.51,3236.72,3191.95,1595445500
2009/5/20,3212.28,3167.14,3217.82,3166.16,1365754000
2009/5/21,3141.92,3090.38,3156.36,3072.74,1560217900
2009/5/22,3065.14,3084.96,3111.58,3056.53,1062556400
2009/5/25,3026.71,3098.94,3112.22,3022.05,1318127600
2009/5/26,3110.92,3051.95,3113.36,3051,1256926200
2009/5/27,3067.33,3144.08,3165.31,3063.77,1785071100
2009/6/1,3194.99,3295.23,3305.89,3194.99,2840328200
2009/6/2,3317.35,3282.35,3332.25,3275.95,2106178100
2009/6/3,3283.58,3450,3457.32,3283.58,2897103600
2009/6/4,3435.51,3491.1,3526.11,3420.03,2868665200
2009/6/5,3505.69,3460.91,3520.97,3459.41,1730412200
2009/6/8,3463.88,3534.27,3596.96,3443.02,2684523500
2009/6/9,3534.64,3548.59,3560.42,3458.75,2465633400
2009/6/10,3551.07,3549,3590.89,3531.8,2064676300
